team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
LOS ANGELES LAKERS,2012-12-28,240,40,86,7,24,17,28,16,36,29,4,7,11,15
TORONTO RAPTORS,2012-12-28,265,37,85,5,24,25,32,9,32,24,10,6,7,22
NEW ORLEANS HORNETS,2012-12-28,265,37,82,5,13,18,24,11,40,23,2,6,16,23
NEW YORK KNICKS,2012-12-28,240,41,83,11,30,12,20,18,28,26,4,8,17,16
SACRAMENTO KINGS,2012-12-28,240,39,86,15,30,13,17,11,23,28,11,6,11,19
HOUSTON ROCKETS,2012-12-28,240,45,86,11,32,15,26,12,27,27,11,1,24,22
SAN ANTONIO SPURS,2012-12-28,240,44,77,12,23,22,24,4,30,21,14,5,19,21
LOS ANGELES CLIPPERS,2012-12-28,240,38,77,7,23,33,41,11,24,20,11,0,15,29
UTAH JAZZ,2012-12-28,240,34,71,9,15,37,40,9,27,20,7,7,17,32
ORLANDO MAGIC,2012-12-28,240,39,86,10,28,9,11,9,32,25,5,2,13,13
WASHINGTON WIZARDS,2012-12-28,240,42,88,6,20,15,17,11,36,25,6,8,10,14
INDIANA PACERS,2012-12-29,240,38,80,5,15,19,22,11,25,20,6,6,10,15
ATLANTA HAWKS,2012-12-29,240,44,80,10,20,11,14,10,26,26,8,2,16,23
CLEVELAND CAVALIERS,2012-12-29,240,38,82,9,20,15,19,13,27,21,7,2,18,24
BROOKLYN NETS,2012-12-29,240,35,75,4,15,29,39,12,27,15,12,4,12,16
NEW ORLEANS HORNETS,2012-12-29,240,35,82,11,24,17,23,13,25,24,10,9,15,20
CHARLOTTE BOBCATS,2012-12-29,240,39,79,4,10,13,20,12,30,27,8,7,15,17
WASHINGTON WIZARDS,2012-12-29,240,31,85,3,10,12,18,16,40,19,2,4,16,16
CHICAGO BULLS,2012-12-29,240,34,87,7,16,12,18,13,36,24,6,6,8,22
BOSTON CELTICS,2012-12-29,240,31,86,5,22,16,21,13,25,18,10,3,13,15
GOLDEN STATE WARRIORS,2012-12-29,240,38,73,12,19,13,16,5,41,21,8,10,18,22
OKLAHOMA CITY THUNDER,2012-12-29,240,45,94,13,29,21,23,12,41,22,16,9,21,18
HOUSTON ROCKETS,2012-12-29,240,33,83,8,30,20,27,6,30,18,13,2,24,19
DENVER NUGGETS,2012-12-29,240,29,68,3,16,11,18,10,31,17,5,7,16,17
MEMPHIS GRIZZLIES,2012-12-29,240,36,89,5,19,4,7,17,32,19,9,6,8,17
MIAMI HEAT,2012-12-29,240,33,76,4,13,15,24,13,38,18,3,5,20,17
MILWAUKEE BUCKS,2012-12-29,240,40,98,8,21,16,17,14,31,29,17,8,5,19
PHOENIX SUNS,2012-12-29,240,45,97,2,17,15,24,11,35,29,7,5,4,23
MINNESOTA TIMBERWOLVES,2012-12-29,240,45,89,5,18,16,26,11,40,27,2,3,10,14
TORONTO RAPTORS,2012-12-29,240,46,82,15,27,16,21,9,35,33,3,2,8,18
ORLANDO MAGIC,2012-12-29,240,36,81,5,18,11,22,10,25,18,6,8,7,13
PHILADELPHIA 76ERS,2012-12-29,240,36,85,4,17,9,11,14,31,19,5,3,13,14
PORTLAND TRAIL BLAZERS,2012-12-29,240,34,76,8,23,13,16,6,33,19,8,6,11,14
SAN ANTONIO SPURS,2012-12-30,240,41,81,8,19,21,24,6,38,21,6,5,11,9
DALLAS MAVERICKS,2012-12-30,240,38,95,1,16,9,10,14,32,23,6,6,11,21
MILWAUKEE BUCKS,2012-12-30,240,36,77,10,23,12,17,10,23,19,7,5,12,18
DETROIT PISTONS,2012-12-30,240,39,82,6,18,12,15,16,31,16,5,5,16,13
UTAH JAZZ,2012-12-30,240,33,80,5,13,25,34,10,28,29,9,6,16,24
LOS ANGELES CLIPPERS,2012-12-30,240,39,78,8,18,21,29,9,32,25,10,10,12,26
BOSTON CELTICS,2012-12-30,240,36,86,7,22,17,19,10,25,25,7,3,12,23
SACRAMENTO KINGS,2012-12-30,240,44,82,10,20,20,25,10,35,28,8,8,13,21
CHARLOTTE BOBCATS,2012-12-31,240,33,70,4,10,21,38,12,40,14,8,9,18,19
CHICAGO BULLS,2012-12-31,240,33,94,4,16,11,18,15,34,24,13,5,11,31
ATLANTA HAWKS,2012-12-31,240,43,90,12,23,6,7,4,32,24,6,6,14,16
HOUSTON ROCKETS,2012-12-31,240,45,84,16,29,17,22,4,36,30,10,5,9,11
MEMPHIS GRIZZLIES,2012-12-31,240,31,82,3,11,18,24,18,26,17,10,5,16,22
INDIANA PACERS,2012-12-31,240,28,70,12,25,20,24,11,27,21,9,9,18,19
PHOENIX SUNS,2012-12-31,240,37,78,8,24,14,17,10,31,19,3,3,13,20
OKLAHOMA CITY THUNDER,2012-12-31,240,44,87,5,15,21,24,14,29,23,6,7,5,15
MIAMI HEAT,2012-12-31,265,40,85,6,21,26,35,9,24,24,9,3,7,17
ORLANDO MAGIC,2012-12-31,265,42,88,8,23,18,22,18,32,24,5,4,16,24
BROOKLYN NETS,2012-12-31,240,28,74,4,17,13,17,10,25,14,9,4,16,18
SAN ANTONIO SPURS,2012-12-31,240,43,73,6,14,12,16,4,32,25,9,6,13,16
LOS ANGELES CLIPPERS,2013-01-01,240,30,78,5,29,13,29,14,32,15,10,7,13,18
DENVER NUGGETS,2013-01-01,240,37,82,7,23,11,21,15,37,28,11,4,15,26
SACRAMENTO KINGS,2013-01-01,240,36,86,9,26,16,21,16,21,19,10,3,13,20
DETROIT PISTONS,2013-01-01,240,39,75,8,20,17,22,13,31,19,7,8,17,15
PHILADELPHIA 76ERS,2013-01-01,240,41,86,8,22,13,20,6,45,27,6,7,10,22
LOS ANGELES LAKERS,2013-01-01,240,37,94,3,22,22,33,14,38,17,5,6,7,17
ATLANTA HAWKS,2013-01-01,240,41,83,9,22,4,8,9,30,30,7,7,5,11
NEW ORLEANS HORNETS,2013-01-01,240,36,82,10,20,4,12,14,33,20,3,5,13,17
PORTLAND TRAIL BLAZERS,2013-01-01,240,41,81,11,33,12,18,13,34,22,6,0,16,22
NEW YORK KNICKS,2013-01-01,240,36,84,10,37,18,24,13,24,18,9,2,10,19
DALLAS MAVERICKS,2013-01-01,240,41,82,10,22,11,17,8,34,25,6,4,10,25
WASHINGTON WIZARDS,2013-01-01,240,32,79,10,26,20,26,12,32,23,3,4,14,23
MEMPHIS GRIZZLIES,2013-01-02,240,34,71,8,18,17,22,8,31,23,8,3,13,17
BOSTON CELTICS,2013-01-02,240,32,71,8,22,11,16,3,24,22,8,1,10,22
SACRAMENTO KINGS,2013-01-02,240,38,88,3,16,18,23,15,31,22,8,6,10,19
CLEVELAND CAVALIERS,2013-01-02,240,34,87,5,21,21,24,15,35,19,2,4,13,20
LOS ANGELES CLIPPERS,2013-01-02,240,29,80,8,29,28,39,11,27,24,14,4,14,18
GOLDEN STATE WARRIORS,2013-01-02,240,42,84,12,23,19,22,13,40,29,11,4,20,27
NEW ORLEANS HORNETS,2013-01-02,240,38,90,5,16,11,20,14,32,21,5,4,10,20
HOUSTON ROCKETS,2013-01-02,240,41,83,5,24,17,23,11,38,21,5,3,11,16
WASHINGTON WIZARDS,2013-01-02,240,35,83,3,13,8,10,8,33,24,9,6,19,25
INDIANA PACERS,2013-01-02,240,29,77,5,16,26,31,11,37,17,9,3,16,14
DALLAS MAVERICKS,2013-01-02,265,41,94,10,28,17,20,8,39,19,7,5,13,24
MIAMI HEAT,2013-01-02,265,42,89,10,26,25,31,7,39,21,12,8,9,16
SAN ANTONIO SPURS,2013-01-02,240,46,89,9,17,16,23,8,32,32,8,3,8,23
MILWAUKEE BUCKS,2013-01-02,240,43,88,5,17,19,24,13,34,24,4,9,16,16
BROOKLYN NETS,2013-01-02,240,38,76,9,17,25,29,10,28,22,11,3,12,13
OKLAHOMA CITY THUNDER,2013-01-02,240,36,73,8,19,13,17,6,28,22,5,8,19,23
CHICAGO BULLS,2013-01-02,240,36,77,5,12,19,25,9,26,27,7,5,6,16
ORLANDO MAGIC,2013-01-02,240,37,78,9,24,11,14,8,28,16,4,4,12,22
PHILADELPHIA 76ERS,2013-01-02,240,37,84,5,14,10,12,10,34,21,7,3,16,18
PHOENIX SUNS,2013-01-02,240,39,85,3,13,14,20,12,33,24,11,7,13,16
PORTLAND TRAIL BLAZERS,2013-01-02,240,31,70,4,22,13,16,9,27,19,4,2,18,18
TORONTO RAPTORS,2013-01-02,240,41,77,8,23,12,17,7,29,34,12,2,11,20
MINNESOTA TIMBERWOLVES,2013-01-02,240,29,84,2,17,24,30,16,25,17,6,12,11,18
UTAH JAZZ,2013-01-02,240,43,87,4,12,16,19,15,34,25,7,12,12,26
MINNESOTA TIMBERWOLVES,2013-01-03,240,37,83,6,16,21,30,17,35,21,2,3,13,17
DENVER NUGGETS,2013-01-03,240,40,86,6,22,11,20,11,28,27,11,11,7,26
SAN ANTONIO SPURS,2013-01-03,240,28,77,9,34,18,21,7,28,14,8,5,13,11
NEW YORK KNICKS,2013-01-03,240,39,82,12,27,10,16,10,38,26,10,5,12,18
INDIANA PACERS,2013-01-04,240,27,85,4,17,17,28,16,31,14,8,7,18,15
BOSTON CELTICS,2013-01-04,240,40,89,4,9,10,18,12,37,22,9,8,14,28
CLEVELAND CAVALIERS,2013-01-04,240,39,78,7,16,21,29,6,34,23,9,10,13,22
CHARLOTTE BOBCATS,2013-01-04,240,37,82,8,17,22,28,8,35,25,5,3,14,24
ATLANTA HAWKS,2013-01-04,240,31,75,10,29,12,20,6,32,26,7,4,17,20
DETROIT PISTONS,2013-01-04,240,35,85,3,15,12,21,17,39,18,8,9,13,17
LOS ANGELES LAKERS,2013-01-04,240,35,76,6,25,26,36,10,26,19,9,6,12,22
LOS ANGELES CLIPPERS,2013-01-04,240,41,82,6,14,19,25,15,32,27,8,7,15,31
PORTLAND TRAIL BLAZERS,2013-01-04,240,33,81,10,27,10,15,13,28,22,9,7,15,14
MEMPHIS GRIZZLIES,2013-01-04,240,32,81,2,5,18,18,16,29,13,10,9,14,18
CHICAGO BULLS,2013-01-04,240,36,80,5,14,19,24,19,29,22,7,2,15,20
MIAMI HEAT,2013-01-04,240,30,65,5,20,24,31,4,24,17,8,2,12,22
HOUSTON ROCKETS,2013-01-04,240,45,83,13,33,12,19,8,27,30,13,3,19,20
MILWAUKEE BUCKS,2013-01-04,240,39,87,6,14,17,23,17,32,23,10,7,25,21
PHILADELPHIA 76ERS,2013-01-04,240,34,84,11,24,6,8,12,28,21,8,4,20,19
OKLAHOMA CITY THUNDER,2013-01-04,240,39,75,10,17,21,27,10,37,18,13,3,18,12
UTAH JAZZ,2013-01-04,240,40,89,1,9,6,9,9,29,27,11,3,10,16
PHOENIX SUNS,2013-01-04,240,34,75,4,15,8,11,7,33,23,5,10,20,18
SACRAMENTO KINGS,2013-01-04,240,40,76,4,12,21,30,11,32,23,9,5,17,24
TORONTO RAPTORS,2013-01-04,240,30,79,11,33,25,37,14,25,18,8,5,15,27
BROOKLYN NETS,2013-01-04,290,41,89,8,24,25,36,12,42,22,8,7,20,28
WASHINGTON WIZARDS,2013-01-04,290,43,91,9,18,18,31,7,34,27,13,4,16,26
BOSTON CELTICS,2013-01-05,240,39,85,3,16,8,12,16,28,27,11,4,12,15
ATLANTA HAWKS,2013-01-05,240,28,68,10,29,15,19,8,28,18,8,4,18,19
SACRAMENTO KINGS,2013-01-05,240,36,90,6,19,15,23,22,19,18,7,10,9,16
BROOKLYN NETS,2013-01-05,240,44,85,7,24,18,21,21,30,26,3,10,12,19
HOUSTON ROCKETS,2013-01-05,240,37,79,12,34,26,36,12,31,23,11,4,17,23
CLEVELAND CAVALIERS,2013-01-05,240,36,91,7,23,25,28,17,27,20,11,3,13,25
NEW ORLEANS HORNETS,2013-01-05,265,39,86,8,21,13,16,6,38,23,7,3,10,10
DALLAS MAVERICKS,2013-01-05,265,39,85,7,19,11,13,6,36,21,6,10,9,20
UTAH JAZZ,2013-01-05,240,28,78,9,25,26,35,14,27,20,16,6,19,28
DENVER NUGGETS,2013-01-05,240,39,76,4,11,28,39,13,35,20,7,7,19,22
MILWAUKEE BUCKS,2013-01-05,240,31,82,5,18,13,18,13,26,18,7,10,13,14
INDIANA PACERS,2013-01-05,240,40,92,3,20,12,20,22,37,19,5,6,12,18
GOLDEN STATE WARRIORS,2013-01-05,240,32,72,5,20,20,26,5,25,19,4,8,16,17
LOS ANGELES CLIPPERS,2013-01-05,240,47,90,10,28,11,15,9,32,29,12,4,7,21
PORTLAND TRAIL BLAZERS,2013-01-05,240,37,86,16,24,12,13,11,28,22,3,8,13,22
MINNESOTA TIMBERWOLVES,2013-01-05,240,38,91,5,16,16,18,19,33,22,6,8,13,13
NEW YORK KNICKS,2013-01-05,240,42,88,12,33,18,22,9,31,24,7,1,8,19
ORLANDO MAGIC,2013-01-05,240,41,85,10,26,14,18,12,33,23,5,4,13,19
PHILADELPHIA 76ERS,2013-01-05,240,35,84,3,17,13,20,5,36,19,10,7,14,17
SAN ANTONIO SPURS,2013-01-05,240,41,85,8,25,19,23,8,42,24,11,5,15,17
CHARLOTTE BOBCATS,2013-01-06,265,40,92,3,13,25,29,19,26,14,13,5,11,20
DETROIT PISTONS,2013-01-06,265,40,80,8,26,13,19,14,30,22,5,11,22,27
DENVER NUGGETS,2013-01-06,240,44,101,9,24,15,23,17,27,33,10,6,8,21
LOS ANGELES LAKERS,2013-01-06,240,38,82,10,30,19,27,13,35,30,4,11,18,20
WASHINGTON WIZARDS,2013-01-06,240,29,81,6,21,7,14,10,29,20,7,2,8,15
MIAMI HEAT,2013-01-06,240,38,82,8,21,15,16,10,40,20,6,8,9,12
MEMPHIS GRIZZLIES,2013-01-06,240,37,69,2,8,16,20,7,35,22,12,4,17,19
PHOENIX SUNS,2013-01-06,240,31,79,5,14,14,18,11,21,18,10,5,14,21
OKLAHOMA CITY THUNDER,2013-01-06,240,38,77,6,22,22,24,12,29,24,8,4,16,20
TORONTO RAPTORS,2013-01-06,240,34,76,8,23,16,21,7,24,28,7,3,16,18
CLEVELAND CAVALIERS,2013-01-07,240,33,78,7,14,19,23,11,20,19,8,5,16,24
CHICAGO BULLS,2013-01-07,240,44,82,10,14,20,24,16,31,34,10,9,20,21
SAN ANTONIO SPURS,2013-01-07,240,33,73,6,21,16,20,9,23,20,7,6,19,15
NEW ORLEANS HORNETS,2013-01-07,240,40,83,5,13,10,12,14,28,23,12,3,14,15
BOSTON CELTICS,2013-01-07,240,39,74,6,18,18,20,9,27,26,8,1,10,21
NEW YORK KNICKS,2013-01-07,240,31,76,14,32,20,26,14,28,19,7,3,13,21
ORLANDO MAGIC,2013-01-07,265,46,93,11,30,16,18,6,30,35,4,4,10,24
PORTLAND TRAIL BLAZERS,2013-01-07,265,48,94,8,24,21,24,11,33,34,6,4,9,14
MEMPHIS GRIZZLIES,2013-01-07,240,39,80,11,20,24,27,11,33,29,8,6,8,24
SACRAMENTO KINGS,2013-01-07,240,28,76,5,21,20,23,11,26,14,5,1,14,19
DALLAS MAVERICKS,2013-01-07,240,35,81,6,19,18,20,6,40,20,5,5,10,26
UTAH JAZZ,2013-01-07,240,31,78,10,19,28,36,10,37,20,7,8,10,22
OKLAHOMA CITY THUNDER,2013-01-07,240,34,80,6,25,25,30,13,31,21,8,5,11,14
WASHINGTON WIZARDS,2013-01-07,240,38,87,10,18,15,18,13,32,20,5,5,14,20
LOS ANGELES LAKERS,2013-01-08,240,43,91,14,31,12,13,9,28,25,10,5,16,21
HOUSTON ROCKETS,2013-01-08,240,48,87,11,25,18,23,9,33,26,8,4,18,15
MIAMI HEAT,2013-01-08,240,28,68,8,19,13,18,7,29,13,5,10,14,21
INDIANA PACERS,2013-01-08,240,33,91,9,22,12,19,22,33,20,9,2,9,21
PHOENIX SUNS,2013-01-08,240,37,90,4,20,21,26,16,34,21,6,5,16,22
MILWAUKEE BUCKS,2013-01-08,240,42,91,9,17,15,19,18,28,25,6,10,11,18
ATLANTA HAWKS,2013-01-08,240,38,77,10,22,17,21,10,34,21,5,6,15,23
MINNESOTA TIMBERWOLVES,2013-01-08,240,40,87,8,15,20,26,13,30,29,9,3,9,16
BROOKLYN NETS,2013-01-08,240,40,83,10,24,19,22,15,35,27,9,2,15,15
PHILADELPHIA 76ERS,2013-01-08,240,38,79,7,17,6,10,7,25,24,3,3,13,16
PHOENIX SUNS,2013-01-09,240,33,84,2,12,11,18,19,28,21,5,5,16,18
BOSTON CELTICS,2013-01-09,240,37,81,3,14,10,12,12,30,23,12,5,13,15
UTAH JAZZ,2013-01-09,240,44,82,10,22,14,21,10,31,30,8,11,16,22
CHARLOTTE BOBCATS,2013-01-09,240,42,88,4,8,14,22,13,26,26,7,7,15,20
MILWAUKEE BUCKS,2013-01-09,240,39,84,10,22,16,21,11,37,21,11,15,16,18
CHICAGO BULLS,2013-01-09,240,39,95,4,10,14,20,16,29,23,9,2,15,18
ATLANTA HAWKS,2013-01-09,240,37,84,7,22,2,5,11,35,19,4,7,13,17
CLEVELAND CAVALIERS,2013-01-09,240,37,81,12,23,13,20,12,33,25,10,3,10,13
ORLANDO MAGIC,2013-01-09,240,44,93,8,24,9,10,11,32,23,5,11,11,27
DENVER NUGGETS,2013-01-09,240,41,94,4,12,22,36,18,30,24,6,6,10,7
MEMPHIS GRIZZLIES,2013-01-09,240,40,88,2,17,12,16,13,30,27,11,2,10,17
GOLDEN STATE WARRIORS,2013-01-09,240,33,71,7,17,14,20,6,32,23,8,2,15,21
DALLAS MAVERICKS,2013-01-09,240,36,84,6,18,15,18,10,24,21,10,3,13,17
LOS ANGELES CLIPPERS,2013-01-09,240,38,79,10,24,13,21,15,32,25,9,6,21,16
HOUSTON ROCKETS,2013-01-09,240,30,75,9,27,10,13,10,29,15,9,3,22,20
NEW ORLEANS HORNETS,2013-01-09,240,35,84,5,19,13,16,16,30,26,11,10,16,17
MINNESOTA TIMBERWOLVES,2013-01-09,240,31,72,3,12,19,24,11,27,21,8,4,19,18
OKLAHOMA CITY THUNDER,2013-01-09,240,36,76,11,20,23,27,10,29,19,13,7,12,25
LOS ANGELES LAKERS,2013-01-09,240,44,95,8,27,9,15,6,34,22,12,2,9,14
SAN ANTONIO SPURS,2013-01-09,240,41,84,12,25,14,16,8,40,25,9,7,18,14
PHILADELPHIA 76ERS,2013-01-09,240,29,74,2,10,12,19,9,28,15,3,6,13,14
TORONTO RAPTORS,2013-01-09,240,39,80,1,11,11,13,10,36,26,9,3,11,16
NEW YORK KNICKS,2013-01-10,240,31,89,4,20,10,13,19,32,14,2,7,12,18
INDIANA PACERS,2013-01-10,240,31,79,5,21,14,16,12,36,16,8,5,10,19
MIAMI HEAT,2013-01-10,240,35,77,6,19,14,20,8,37,20,9,6,17,21
PORTLAND TRAIL BLAZERS,2013-01-10,240,30,80,9,27,23,30,11,34,18,10,2,14,15
DALLAS MAVERICKS,2013-01-10,265,41,96,5,21,30,35,15,37,20,6,6,12,24
SACRAMENTO KINGS,2013-01-10,265,40,81,7,27,25,32,7,34,23,8,7,20,29
UTAH JAZZ,2013-01-11,240,36,76,8,20,15,19,7,28,29,9,4,16,22
ATLANTA HAWKS,2013-01-11,240,40,72,9,19,14,23,4,29,24,10,5,13,18
HOUSTON ROCKETS,2013-01-11,240,35,80,9,33,12,29,12,26,23,9,1,14,21
BOSTON CELTICS,2013-01-11,240,41,79,9,23,12,16,8,35,22,8,6,16,29
PHOENIX SUNS,2013-01-11,240,31,79,7,14,10,16,13,26,20,5,5,18,30
BROOKLYN NETS,2013-01-11,240,34,75,6,13,25,32,13,31,12,10,2,11,15
CLEVELAND CAVALIERS,2013-01-11,240,37,85,5,24,12,16,10,25,12,14,4,15,30
DENVER NUGGETS,2013-01-11,240,36,82,4,16,22,31,19,37,24,4,7,22,21
PORTLAND TRAIL BLAZERS,2013-01-11,240,35,92,15,43,12,19,17,35,18,5,3,13,14
GOLDEN STATE WARRIORS,2013-01-11,240,41,86,6,15,15,18,8,39,28,10,5,11,16
OKLAHOMA CITY THUNDER,2013-01-11,240,44,87,9,29,19,28,12,41,28,8,6,17,22
LOS ANGELES LAKERS,2013-01-11,240,39,98,6,28,17,22,16,30,23,7,5,12,19
SAN ANTONIO SPURS,2013-01-11,265,35,76,10,25,18,22,7,28,25,9,4,18,21
MEMPHIS GRIZZLIES,2013-01-11,265,40,85,3,12,18,21,9,26,19,10,4,14,21
DETROIT PISTONS,2013-01-11,240,39,90,8,22,17,25,14,37,24,8,8,12,13
MILWAUKEE BUCKS,2013-01-11,240,36,91,1,16,14,19,13,35,16,6,12,12,19
MINNESOTA TIMBERWOLVES,2013-01-11,240,31,69,4,18,26,33,6,25,20,7,4,14,13
NEW ORLEANS HORNETS,2013-01-11,240,44,84,8,22,8,9,12,32,29,5,3,12,26
CHICAGO BULLS,2013-01-11,240,39,68,5,11,25,34,6,33,26,8,6,18,23
NEW YORK KNICKS,2013-01-11,240,37,90,11,22,16,23,18,23,17,11,3,12,28
CHARLOTTE BOBCATS,2013-01-11,240,28,75,3,12,19,22,15,26,14,7,4,13,14
TORONTO RAPTORS,2013-01-11,240,39,86,12,27,9,11,21,27,25,7,6,11,22
PHOENIX SUNS,2013-01-12,240,36,73,6,14,19,25,9,37,23,5,11,17,20
CHICAGO BULLS,2013-01-12,240,32,88,2,11,15,21,18,24,18,6,6,10,18
MEMPHIS GRIZZLIES,2013-01-12,240,32,84,3,8,16,26,14,27,19,6,5,7,15
DALLAS MAVERICKS,2013-01-12,240,39,80,11,17,15,21,11,37,26,6,5,9,22
UTAH JAZZ,2013-01-12,240,36,71,5,10,13,18,9,23,21,12,3,16,22
DETROIT PISTONS,2013-01-12,240,34,65,6,16,13,21,7,25,21,9,6,17,22
CHARLOTTE BOBCATS,2013-01-12,240,36,78,3,7,13,16,9,29,20,5,7,14,20
INDIANA PACERS,2013-01-12,240,38,89,11,28,9,12,17,31,24,11,6,14,21
ORLANDO MAGIC,2013-01-12,240,39,81,11,25,15,19,10,31,28,6,1,13,12
LOS ANGELES CLIPPERS,2013-01-12,240,43,88,9,22,6,6,9,26,32,8,6,9,15
HOUSTON ROCKETS,2013-01-12,240,37,84,8,32,18,22,9,33,21,6,0,16,18
PHILADELPHIA 76ERS,2013-01-12,240,43,87,6,18,15,19,8,35,26,8,5,11,18
MIAMI HEAT,2013-01-12,240,45,80,17,37,21,24,10,26,35,11,11,10,19
SACRAMENTO KINGS,2013-01-12,240,38,87,9,18,14,19,16,24,23,4,2,17,19
ATLANTA HAWKS,2013-01-12,240,30,78,7,24,16,25,6,32,23,8,4,16,20
WASHINGTON WIZARDS,2013-01-12,240,36,79,2,11,19,27,12,39,17,9,4,17,27
INDIANA PACERS,2013-01-13,240,35,83,6,24,10,12,9,30,18,8,9,9,21
BROOKLYN NETS,2013-01-13,240,33,81,6,14,25,31,16,31,19,4,3,11,15
GOLDEN STATE WARRIORS,2013-01-13,240,43,83,13,24,6,8,6,33,28,3,5,18,24
DENVER NUGGETS,2013-01-13,240,43,90,9,27,21,27,14,30,27,11,2,8,16
CLEVELAND CAVALIERS,2013-01-13,240,39,95,4,21,11,12,17,22,24,10,2,16,21
LOS ANGELES LAKERS,2013-01-13,240,40,69,13,25,20,27,7,34,32,11,5,22,13
NEW ORLEANS HORNETS,2013-01-13,240,33,82,4,23,17,22,12,35,14,6,4,13,23
NEW YORK KNICKS,2013-01-13,240,35,81,11,30,19,25,10,35,24,6,5,9,21
OKLAHOMA CITY THUNDER,2013-01-13,240,32,71,6,23,17,22,6,37,20,6,3,15,19
PORTLAND TRAIL BLAZERS,2013-01-13,240,31,86,6,21,15,18,12,30,17,3,6,12,18
MINNESOTA TIMBERWOLVES,2013-01-13,240,33,89,4,16,18,23,14,24,23,12,5,13,10
SAN ANTONIO SPURS,2013-01-13,240,45,80,8,21,8,11,7,36,31,9,13,17,19
MILWAUKEE BUCKS,2013-01-13,240,40,77,8,19,19,23,8,24,29,5,6,12,25
TORONTO RAPTORS,2013-01-13,240,36,85,3,13,21,27,17,23,25,7,2,15,21
CHARLOTTE BOBCATS,2013-01-14,240,33,79,6,15,17,24,10,24,15,8,4,13,20
BOSTON CELTICS,2013-01-14,240,39,80,8,21,14,20,14,28,27,6,8,14,21
ATLANTA HAWKS,2013-01-14,240,24,82,2,14,8,10,11,28,15,5,6,14,24
CHICAGO BULLS,2013-01-14,240,33,79,6,14,25,33,15,44,18,6,13,13,16
MINNESOTA TIMBERWOLVES,2013-01-14,240,35,85,6,20,22,29,20,26,19,4,2,15,15
DALLAS MAVERICKS,2013-01-14,240,46,77,6,13,15,16,4,29,33,7,1,9,23
LOS ANGELES CLIPPERS,2013-01-14,240,35,76,5,14,24,32,11,33,20,8,9,10,19
MEMPHIS GRIZZLIES,2013-01-14,240,27,89,6,20,13,17,24,24,14,8,3,14,26
OKLAHOMA CITY THUNDER,2013-01-14,240,40,84,5,17,17,22,9,33,16,9,6,10,18
PHOENIX SUNS,2013-01-14,240,35,84,9,25,11,18,14,34,18,3,7,14,20
CLEVELAND CAVALIERS,2013-01-14,240,44,92,8,16,22,30,19,19,18,6,5,10,24
SACRAMENTO KINGS,2013-01-14,240,43,84,9,19,29,33,16,24,24,8,7,11,28
MIAMI HEAT,2013-01-14,240,39,72,9,23,10,16,5,18,25,8,4,14,24
UTAH JAZZ,2013-01-14,240,36,76,8,18,24,28,13,27,25,9,2,14,20
ORLANDO MAGIC,2013-01-14,240,37,87,5,18,12,15,11,27,23,7,3,14,16
WASHINGTON WIZARDS,2013-01-14,240,46,82,7,11,21,25,9,33,32,8,6,11,21
TORONTO RAPTORS,2013-01-15,240,40,82,7,13,19,23,13,28,21,3,1,13,21
BROOKLYN NETS,2013-01-15,240,40,81,8,21,25,28,10,24,22,9,4,6,21
INDIANA PACERS,2013-01-15,240,36,87,8,22,23,28,18,42,25,5,9,16,24
CHARLOTTE BOBCATS,2013-01-15,240,25,72,3,9,23,30,4,27,13,8,6,11,23
PORTLAND TRAIL BLAZERS,2013-01-15,265,42,88,8,27,19,23,9,37,25,5,7,18,20
DENVER NUGGETS,2013-01-15,265,47,99,9,25,12,19,11,28,31,12,2,10,23
LOS ANGELES CLIPPERS,2013-01-15,240,42,78,11,19,22,26,10,25,21,7,2,16,21
HOUSTON ROCKETS,2013-01-15,240,41,82,13,37,14,25,12,22,25,10,1,15,23
MILWAUKEE BUCKS,2013-01-15,240,34,95,7,28,13,22,21,33,15,4,4,11,14
LOS ANGELES LAKERS,2013-01-15,240,42,84,10,29,10,18,8,38,30,5,7,8,20
NEW ORLEANS HORNETS,2013-01-15,240,44,83,10,18,13,18,15,33,22,6,6,14,18
PHILADELPHIA 76ERS,2013-01-15,240,39,82,11,21,10,13,10,22,28,5,2,13,21
BROOKLYN NETS,2013-01-16,240,37,87,4,26,17,17,18,19,17,9,2,13,19
ATLANTA HAWKS,2013-01-16,240,45,78,8,21,11,17,16,25,33,8,2,16,18
NEW ORLEANS HORNETS,2013-01-16,240,31,71,2,17,26,31,11,37,12,5,3,17,21
BOSTON CELTICS,2013-01-16,240,34,74,4,18,6,16,6,27,22,11,4,15,21
HOUSTON ROCKETS,2013-01-16,240,33,84,11,27,23,30,9,43,17,6,6,16,29
DALLAS MAVERICKS,2013-01-16,240,33,86,5,22,34,43,11,36,22,7,5,10,19
MIAMI HEAT,2013-01-16,240,36,90,8,29,12,18,13,38,24,11,5,11,22
GOLDEN STATE WARRIORS,2013-01-16,240,29,80,3,12,14,18,11,41,17,5,2,21,21
DENVER NUGGETS,2013-01-16,240,33,73,2,15,29,37,11,24,21,7,8,19,23
OKLAHOMA CITY THUNDER,2013-01-16,240,44,85,9,19,20,26,15,20,24,11,11,14,27
