team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,2017-12-04,240,30,82,9,30,21,27,9,29,18,9,2,18,19
MILWAUKEE BUCKS,2017-12-04,240,35,78,9,21,21,24,3,25,17,6,2,9,17
BOSTON CELTICS,2017-12-04,240,43,78,10,22,15,19,8,37,25,5,3,14,20
CLEVELAND CAVALIERS,2017-12-04,240,42,81,13,36,16,17,5,41,22,6,2,7,13
CHICAGO BULLS,2017-12-04,240,34,82,9,34,14,18,10,33,21,4,5,11,16
ORLANDO MAGIC,2017-12-04,240,36,82,10,32,12,14,5,35,24,5,5,20,30
CHARLOTTE HORNETS,2017-12-04,240,34,84,3,17,33,40,11,41,17,13,5,14,18
DENVER NUGGETS,2017-12-04,240,38,91,14,36,15,23,15,34,25,5,5,7,19
DALLAS MAVERICKS,2017-12-04,240,49,86,12,26,12,17,5,37,26,4,6,7,18
NEW YORK KNICKS,2017-12-04,240,40,91,6,23,11,16,15,28,26,4,2,17,15
INDIANA PACERS,2017-12-04,240,46,86,11,26,12,15,7,37,28,10,5,16,20
MINNESOTA TIMBERWOLVES,2017-12-04,240,35,79,4,17,18,19,7,27,17,9,2,9,16
MEMPHIS GRIZZLIES,2017-12-04,240,34,72,6,21,21,24,6,35,22,6,8,16,22
GOLDEN STATE WARRIORS,2017-12-04,240,45,87,16,33,19,27,5,35,36,14,5,16,17
NEW ORLEANS PELICANS,2017-12-04,240,45,91,16,39,9,15,11,36,33,11,4,21,26
PHOENIX SUNS,2017-12-04,240,44,91,10,22,17,22,15,31,25,10,9,11,14
PHILADELPHIA 76ERS,2017-12-04,240,39,91,7,30,16,16,13,34,23,9,6,14,22
DETROIT PISTONS,2017-12-04,240,35,85,8,27,15,24,7,35,15,8,2,10,22
SAN ANTONIO SPURS,2017-12-04,240,35,82,14,31,12,12,10,41,30,2,7,16,20
WASHINGTON WIZARDS,2017-12-04,240,23,80,4,20,19,23,12,19,9,8,2,13,21
UTAH JAZZ,2017-12-04,240,43,76,16,34,14,18,10,42,29,9,3,16,20
UTAH JAZZ,2017-12-05,240,34,79,11,33,15,21,9,26,18,16,5,16,21
OKLAHOMA CITY THUNDER,2017-12-05,240,39,81,4,18,18,26,12,34,18,11,6,18,18
WASHINGTON WIZARDS,2017-12-05,240,42,89,11,25,11,14,11,33,20,16,6,9,22
PORTLAND TRAIL BLAZERS,2017-12-05,240,32,78,12,27,16,21,7,34,18,2,5,18,20
PHOENIX SUNS,2017-12-05,240,37,75,9,24,30,38,0,35,23,7,4,17,24
TORONTO RAPTORS,2017-12-05,240,44,92,15,36,23,26,8,34,30,13,4,15,28
DALLAS MAVERICKS,2017-12-06,240,34,86,9,28,13,17,6,39,19,7,5,9,12
BOSTON CELTICS,2017-12-06,240,36,87,12,34,13,17,9,44,25,8,8,11,15
GOLDEN STATE WARRIORS,2017-12-06,240,40,84,11,30,10,13,8,39,26,8,12,15,20
CHARLOTTE HORNETS,2017-12-06,240,34,97,6,19,13,17,14,35,17,5,3,12,13
SACRAMENTO KINGS,2017-12-06,240,39,86,10,32,7,13,9,36,25,15,5,12,20
CLEVELAND CAVALIERS,2017-12-06,240,37,78,14,39,13,21,7,36,28,5,3,15,10
CHICAGO BULLS,2017-12-06,240,39,83,10,26,8,16,11,35,18,3,5,16,15
INDIANA PACERS,2017-12-06,240,39,87,12,34,8,10,7,32,21,7,5,13,14
MINNESOTA TIMBERWOLVES,2017-12-06,240,45,82,7,19,16,21,8,38,29,4,7,15,17
LOS ANGELES CLIPPERS,2017-12-06,240,44,99,10,32,9,15,17,26,23,6,3,9,17
DETROIT PISTONS,2017-12-06,240,36,87,10,30,18,27,17,29,20,5,0,11,20
MILWAUKEE BUCKS,2017-12-06,240,39,79,8,22,18,26,13,28,22,7,5,12,21
DENVER NUGGETS,2017-12-06,240,41,94,16,35,16,22,10,30,22,7,4,9,21
NEW ORLEANS PELICANS,2017-12-06,240,46,86,12,31,19,29,11,38,28,4,5,11,19
MEMPHIS GRIZZLIES,2017-12-06,240,29,70,12,28,18,22,4,23,14,8,5,15,24
NEW YORK KNICKS,2017-12-06,240,35,67,9,14,20,27,10,32,22,8,3,16,21
ATLANTA HAWKS,2017-12-06,265,40,93,11,27,15,20,11,38,25,7,3,17,16
ORLANDO MAGIC,2017-12-06,265,46,98,6,28,12,18,13,39,17,9,7,16,23
MIAMI HEAT,2017-12-06,240,39,72,18,34,9,12,6,23,28,7,4,18,16
SAN ANTONIO SPURS,2017-12-06,240,46,87,13,25,12,14,10,24,30,6,7,11,13
OKLAHOMA CITY THUNDER,2017-12-07,240,38,98,7,24,12,23,17,37,18,6,3,12,25
BROOKLYN NETS,2017-12-07,240,35,80,11,37,19,30,7,42,24,3,7,13,21
LOS ANGELES LAKERS,2017-12-07,240,42,96,11,28,12,24,15,29,22,13,7,11,23
PHILADELPHIA 76ERS,2017-12-07,240,39,81,10,26,16,21,7,37,29,3,13,18,26
WASHINGTON WIZARDS,2017-12-07,240,41,81,8,21,19,25,8,30,25,6,4,10,23
PHOENIX SUNS,2017-12-07,240,36,78,7,23,20,28,10,32,22,5,5,13,21
HOUSTON ROCKETS,2017-12-07,240,38,81,18,42,18,24,8,38,22,10,5,17,25
UTAH JAZZ,2017-12-07,240,34,77,11,30,22,27,4,28,17,10,5,13,21
CHICAGO BULLS,2017-12-08,265,48,99,6,18,17,22,6,50,23,5,7,14,28
CHARLOTTE HORNETS,2017-12-08,265,40,100,10,29,21,29,9,41,22,7,11,11,20
GOLDEN STATE WARRIORS,2017-12-08,240,39,81,7,26,17,22,5,40,29,5,15,14,19
DETROIT PISTONS,2017-12-08,240,38,92,12,27,10,19,15,34,20,8,2,11,17
CLEVELAND CAVALIERS,2017-12-08,240,37,85,11,36,17,22,9,35,23,4,4,11,23
INDIANA PACERS,2017-12-08,240,38,86,15,39,15,24,12,37,21,7,3,8,19
TORONTO RAPTORS,2017-12-08,240,37,78,13,31,29,33,10,26,21,8,3,11,23
MEMPHIS GRIZZLIES,2017-12-08,240,41,82,9,27,16,22,11,24,24,8,3,16,25
DALLAS MAVERICKS,2017-12-08,240,35,75,10,24,22,26,4,32,18,6,2,11,22
MILWAUKEE BUCKS,2017-12-08,240,36,79,8,24,29,34,7,33,20,10,6,10,24
SACRAMENTO KINGS,2017-12-08,265,47,97,13,30,9,14,11,35,21,12,4,17,21
NEW ORLEANS PELICANS,2017-12-08,265,41,89,10,28,17,19,7,28,19,7,3,17,14
DENVER NUGGETS,2017-12-08,240,42,85,6,21,13,16,6,38,21,7,7,12,20
ORLANDO MAGIC,2017-12-08,240,33,83,5,21,18,23,11,31,18,5,7,14,17
BOSTON CELTICS,2017-12-08,240,38,83,11,38,15,17,11,28,14,10,0,14,22
SAN ANTONIO SPURS,2017-12-08,240,38,81,8,27,21,24,14,32,16,6,3,13,14
ORLANDO MAGIC,2017-12-09,240,45,92,13,34,7,8,10,29,39,7,2,12,24
ATLANTA HAWKS,2017-12-09,240,41,80,17,33,18,25,9,31,33,7,6,12,13
MIAMI HEAT,2017-12-09,240,42,90,8,27,9,14,8,36,15,6,8,5,17
BROOKLYN NETS,2017-12-09,240,33,81,7,27,16,19,8,35,16,3,3,12,17
NEW YORK KNICKS,2017-12-09,240,43,91,7,24,9,9,8,32,25,6,3,14,17
CHICAGO BULLS,2017-12-09,240,42,82,7,25,13,23,8,32,28,10,7,14,19
LOS ANGELES LAKERS,2017-12-09,240,43,85,9,27,15,21,6,40,24,7,5,14,21
CHARLOTTE HORNETS,2017-12-09,240,41,93,8,25,9,14,9,34,21,7,3,11,21
PHILADELPHIA 76ERS,2017-12-09,240,37,78,11,33,13,13,7,32,31,10,2,19,21
CLEVELAND CAVALIERS,2017-12-09,240,36,75,14,29,19,25,6,27,26,12,2,17,16
WASHINGTON WIZARDS,2017-12-09,240,42,82,13,32,15,23,9,35,33,5,2,13,18
LOS ANGELES CLIPPERS,2017-12-09,240,39,80,14,32,21,24,4,29,22,8,4,10,19
OKLAHOMA CITY THUNDER,2017-12-09,265,36,92,12,34,18,31,17,30,18,7,5,10,21
MEMPHIS GRIZZLIES,2017-12-09,265,39,88,13,33,10,17,13,34,23,5,5,13,30
UTAH JAZZ,2017-12-09,240,33,76,8,23,26,37,9,26,20,7,3,16,23
MILWAUKEE BUCKS,2017-12-09,240,44,81,7,17,22,26,8,33,22,8,6,11,29
SAN ANTONIO SPURS,2017-12-09,240,40,87,6,19,18,25,18,34,18,5,6,15,23
PHOENIX SUNS,2017-12-09,240,35,80,7,25,24,30,10,30,11,4,1,10,21
HOUSTON ROCKETS,2017-12-09,240,40,75,10,25,34,42,7,28,14,13,2,12,17
PORTLAND TRAIL BLAZERS,2017-12-09,240,45,88,18,41,9,12,7,26,19,4,5,15,28
BOSTON CELTICS,2017-12-10,240,33,79,11,30,14,18,9,41,16,4,4,13,18
DETROIT PISTONS,2017-12-10,240,28,84,10,33,15,19,11,35,14,7,4,9,16
DENVER NUGGETS,2017-12-10,265,43,95,17,42,13,16,19,28,24,7,5,21,20
INDIANA PACERS,2017-12-10,265,49,93,10,25,18,22,11,29,24,6,2,11,17
DALLAS MAVERICKS,2017-12-10,240,37,81,11,31,7,9,6,27,23,6,5,10,22
MINNESOTA TIMBERWOLVES,2017-12-10,240,36,72,7,19,18,23,9,36,19,7,2,18,19
PHILADELPHIA 76ERS,2017-12-10,240,44,96,9,29,27,30,22,25,26,5,4,17,29
NEW ORLEANS PELICANS,2017-12-10,240,46,80,15,24,24,32,5,28,31,11,9,14,21
ATLANTA HAWKS,2017-12-10,240,37,77,9,31,24,30,6,29,22,5,4,16,28
NEW YORK KNICKS,2017-12-10,240,39,80,5,17,28,34,6,27,16,9,4,12,30
TORONTO RAPTORS,2017-12-10,240,39,87,11,37,13,19,12,32,22,8,2,13,17
SACRAMENTO KINGS,2017-12-10,240,35,73,10,23,7,14,7,35,15,7,6,21,17
BOSTON CELTICS,2017-12-11,240,33,83,10,40,9,14,11,35,22,2,2,15,19
CHICAGO BULLS,2017-12-11,240,39,81,12,29,18,25,10,36,23,9,3,8,18
PORTLAND TRAIL BLAZERS,2017-12-11,240,37,88,7,28,23,25,12,27,14,11,2,9,18
GOLDEN STATE WARRIORS,2017-12-11,240,44,80,10,20,13,17,6,36,26,5,9,14,16
NEW ORLEANS PELICANS,2017-12-11,240,49,85,18,33,7,13,6,35,32,6,2,18,19
HOUSTON ROCKETS,2017-12-11,240,48,88,17,45,17,25,4,32,30,12,7,9,15
TORONTO RAPTORS,2017-12-11,240,32,80,7,29,20,26,3,40,18,8,6,13,22
LOS ANGELES CLIPPERS,2017-12-11,240,34,92,8,36,20,24,14,43,18,6,7,12,20
MIAMI HEAT,2017-12-11,240,37,66,14,27,19,24,2,33,24,8,8,13,22
MEMPHIS GRIZZLIES,2017-12-11,240,28,72,8,27,18,27,6,25,17,6,1,14,22
CHARLOTTE HORNETS,2017-12-11,240,43,81,13,25,17,24,9,32,22,7,4,12,20
OKLAHOMA CITY THUNDER,2017-12-11,240,35,85,9,26,24,25,11,28,16,4,2,14,19
WASHINGTON WIZARDS,2017-12-12,240,38,95,4,22,18,22,12,37,18,8,3,10,26
BROOKLYN NETS,2017-12-12,240,34,84,10,43,25,33,9,44,26,4,6,14,21
ATLANTA HAWKS,2017-12-12,240,43,92,16,36,12,13,10,27,26,8,4,10,17
CLEVELAND CAVALIERS,2017-12-12,240,48,86,20,38,7,10,6,31,35,5,2,13,18
SAN ANTONIO SPURS,2017-12-12,240,35,87,7,28,12,19,10,39,20,4,5,10,11
DALLAS MAVERICKS,2017-12-12,240,38,89,9,24,10,12,8,41,17,8,2,6,19
DENVER NUGGETS,2017-12-12,240,40,79,10,30,13,14,6,38,27,8,3,17,15
DETROIT PISTONS,2017-12-12,240,28,79,9,25,19,22,11,29,17,7,2,20,16
PHILADELPHIA 76ERS,2017-12-12,265,40,80,11,26,27,32,7,45,32,6,3,24,18
MINNESOTA TIMBERWOLVES,2017-12-12,265,44,108,5,29,19,27,17,33,19,14,7,10,21
LOS ANGELES LAKERS,2017-12-12,265,42,102,13,35,12,15,20,32,24,6,6,16,19
NEW YORK KNICKS,2017-12-12,265,48,101,9,22,8,11,15,34,25,7,7,14,16
PHOENIX SUNS,2017-12-12,240,37,90,7,32,11,14,13,32,22,5,4,12,18
SACRAMENTO KINGS,2017-12-12,240,38,89,7,22,16,22,11,34,21,9,3,9,18
DENVER NUGGETS,2017-12-13,240,45,91,9,28,19,26,20,28,22,8,4,15,20
BOSTON CELTICS,2017-12-13,240,47,79,11,25,19,24,4,26,29,10,7,13,20
UTAH JAZZ,2017-12-13,240,42,91,9,30,7,7,5,43,24,3,8,16,19
CHICAGO BULLS,2017-12-13,240,41,93,7,17,14,21,9,37,21,9,3,9,14
CHARLOTTE HORNETS,2017-12-13,240,36,87,4,21,20,27,12,44,14,4,5,12,15
HOUSTON ROCKETS,2017-12-13,240,39,88,17,45,13,19,6,39,24,7,5,10,18
OKLAHOMA CITY THUNDER,2017-12-13,240,36,88,13,29,15,24,17,35,26,10,6,13,12
INDIANA PACERS,2017-12-13,240,40,89,11,31,4,6,11,31,18,11,7,13,21
PORTLAND TRAIL BLAZERS,2017-12-13,240,36,72,10,28,20,23,5,28,14,7,2,11,21
MIAMI HEAT,2017-12-13,240,34,72,13,30,14,23,10,26,19,6,1,15,21
MILWAUKEE BUCKS,2017-12-13,240,44,95,8,27,12,19,15,23,23,14,5,9,13
NEW ORLEANS PELICANS,2017-12-13,240,45,80,13,25,12,15,9,32,35,5,8,21,16
LOS ANGELES CLIPPERS,2017-12-13,240,39,88,12,26,16,20,6,45,25,10,6,8,19
ORLANDO MAGIC,2017-12-13,240,37,88,9,27,12,21,7,38,24,6,6,12,13
TORONTO RAPTORS,2017-12-13,240,40,92,9,26,26,31,8,37,16,7,3,6,25
PHOENIX SUNS,2017-12-13,240,37,83,8,24,27,34,10,31,20,3,9,11,24
MEMPHIS GRIZZLIES,2017-12-13,240,31,81,10,28,15,16,10,37,18,6,2,16,23
WASHINGTON WIZARDS,2017-12-13,240,36,77,9,22,12,24,6,38,21,7,8,15,22
DETROIT PISTONS,2017-12-14,240,41,90,13,30,10,12,14,32,26,10,3,15,23
ATLANTA HAWKS,2017-12-14,240,32,70,11,31,16,26,7,27,28,6,6,16,12
NEW YORK KNICKS,2017-12-14,240,41,89,10,20,19,22,12,28,23,11,4,13,23
BROOKLYN NETS,2017-12-14,240,37,83,12,42,18,23,11,32,21,10,4,17,21
LOS ANGELES LAKERS,2017-12-14,240,47,95,9,31,9,14,16,33,33,7,3,18,20
CLEVELAND CAVALIERS,2017-12-14,240,43,86,15,36,20,25,8,31,32,10,5,14,16
DALLAS MAVERICKS,2017-12-14,240,37,82,10,29,13,17,8,23,25,7,1,11,16
GOLDEN STATE WARRIORS,2017-12-14,240,47,78,11,22,7,9,4,37,35,7,4,16,22
SACRAMENTO KINGS,2017-12-14,240,36,87,14,33,10,12,15,27,24,4,2,14,21
MINNESOTA TIMBERWOLVES,2017-12-14,240,46,82,10,21,17,20,8,31,29,12,9,9,19
UTAH JAZZ,2017-12-15,240,40,83,13,25,14,18,9,46,19,6,2,15,20
BOSTON CELTICS,2017-12-15,240,35,86,9,31,16,19,2,29,20,10,5,8,18
MIAMI HEAT,2017-12-15,240,39,78,11,31,15,17,5,35,25,10,8,16,23
CHARLOTTE HORNETS,2017-12-15,240,34,83,10,27,20,27,11,31,21,7,1,16,14
NEW ORLEANS PELICANS,2017-12-15,265,43,91,15,34,10,14,7,35,27,8,8,19,15
DENVER NUGGETS,2017-12-15,265,46,100,16,36,9,14,11,37,30,12,4,15,17
SAN ANTONIO SPURS,2017-12-15,240,46,94,10,26,7,13,12,27,22,10,5,17,17
HOUSTON ROCKETS,2017-12-15,240,43,91,18,50,20,25,12,33,20,15,3,13,16
DETROIT PISTONS,2017-12-15,240,39,93,13,32,13,17,11,33,22,7,10,9,22
INDIANA PACERS,2017-12-15,240,35,87,9,30,19,25,15,36,21,6,4,13,15
ATLANTA HAWKS,2017-12-15,240,34,77,12,31,14,16,7,28,27,12,5,17,19
MEMPHIS GRIZZLIES,2017-12-15,240,36,78,12,25,12,17,10,33,21,12,6,21,24
CHICAGO BULLS,2017-12-15,240,42,86,8,22,23,35,14,36,24,8,0,12,26
MILWAUKEE BUCKS,2017-12-15,240,40,83,9,33,20,29,9,34,24,6,5,11,24
PORTLAND TRAIL BLAZERS,2017-12-15,240,37,86,8,18,13,15,6,39,18,7,9,14,20
ORLANDO MAGIC,2017-12-15,240,32,84,10,29,14,19,8,37,15,7,3,15,18
OKLAHOMA CITY THUNDER,2017-12-15,315,47,113,15,35,10,19,18,42,28,10,5,18,21
PHILADELPHIA 76ERS,2017-12-15,315,44,100,13,46,16,20,7,43,35,13,4,19,20
BROOKLYN NETS,2017-12-15,240,32,76,7,23,16,19,6,31,15,4,1,22,14
TORONTO RAPTORS,2017-12-15,240,54,97,7,28,5,9,11,34,26,11,5,8,16
LOS ANGELES CLIPPERS,2017-12-15,240,33,86,7,24,18,29,12,35,17,12,6,20,20
WASHINGTON WIZARDS,2017-12-15,240,39,88,7,31,15,23,11,39,21,12,7,19,26
PORTLAND TRAIL BLAZERS,2017-12-16,240,37,79,10,24,9,18,5,42,19,2,3,20,21
CHARLOTTE HORNETS,2017-12-16,240,33,96,7,31,18,28,13,38,18,9,3,6,21
UTAH JAZZ,2017-12-16,240,37,81,17,34,9,14,11,27,24,9,7,12,14
CLEVELAND CAVALIERS,2017-12-16,240,42,79,10,22,15,17,8,33,30,9,1,12,15
MILWAUKEE BUCKS,2017-12-16,240,38,82,8,27,27,33,8,32,17,12,7,14,34
HOUSTON ROCKETS,2017-12-16,240,35,76,11,35,34,42,4,34,16,7,4,15,23
BOSTON CELTICS,2017-12-16,240,39,80,14,30,10,14,14,28,21,6,6,16,19
MEMPHIS GRIZZLIES,2017-12-16,240,32,79,14,34,15,17,10,28,18,8,3,13,19
LOS ANGELES CLIPPERS,2017-12-16,240,35,80,8,28,7,14,12,34,18,3,5,17,22
MIAMI HEAT,2017-12-16,240,31,82,12,35,16,21,9,28,22,10,8,8,15
PHOENIX SUNS,2017-12-16,240,33,72,11,24,31,35,13,39,22,4,3,23,21
MINNESOTA TIMBERWOLVES,2017-12-16,240,40,95,9,27,17,24,10,21,21,14,8,6,19
OKLAHOMA CITY THUNDER,2017-12-16,240,36,85,12,27,12,20,16,26,18,9,7,14,22
NEW YORK KNICKS,2017-12-16,240,38,69,14,23,21,26,6,29,21,9,3,13,22
DALLAS MAVERICKS,2017-12-16,240,39,80,10,28,8,9,4,34,23,4,4,9,16
SAN ANTONIO SPURS,2017-12-16,240,39,86,5,25,15,18,9,32,14,5,2,7,14
INDIANA PACERS,2017-12-17,240,43,76,8,18,15,19,6,37,21,6,7,15,20
BROOKLYN NETS,2017-12-17,240,34,81,12,33,17,21,7,22,26,7,2,9,17
ORLANDO MAGIC,2017-12-17,240,41,85,17,33,11,17,8,32,27,6,4,16,16
DETROIT PISTONS,2017-12-17,240,42,89,17,34,13,16,7,32,27,11,3,13,17
SACRAMENTO KINGS,2017-12-17,240,38,81,11,26,6,8,6,26,25,9,9,15,19
TORONTO RAPTORS,2017-12-17,240,36,85,13,30,23,28,12,34,20,8,9,12,13
CLEVELAND CAVALIERS,2017-12-17,240,41,87,14,34,10,12,4,38,24,6,4,8,16
WASHINGTON WIZARDS,2017-12-17,240,39,91,12,33,9,16,13,38,20,4,5,10,18
MIAMI HEAT,2017-12-18,240,36,79,7,25,25,30,8,34,19,9,6,19,28
ATLANTA HAWKS,2017-12-18,240,38,83,8,22,26,31,10,29,25,8,6,12,23
PHILADELPHIA 76ERS,2017-12-18,240,44,91,14,33,13,18,9,38,30,9,8,20,23
CHICAGO BULLS,2017-12-18,240,44,92,13,28,16,19,5,34,27,9,7,15,16
NEW YORK KNICKS,2017-12-18,240,36,86,3,18,16,20,10,27,21,10,5,17,16
CHARLOTTE HORNETS,2017-12-18,240,43,88,9,20,14,16,12,35,30,10,6,19,16
PHOENIX SUNS,2017-12-18,240,35,79,10,25,17,22,7,42,17,9,6,18,25
DALLAS MAVERICKS,2017-12-18,240,32,88,11,37,16,17,8,34,21,10,5,15,18
UTAH JAZZ,2017-12-18,240,42,91,8,27,7,8,5,27,17,12,1,6,22
HOUSTON ROCKETS,2017-12-18,240,40,77,17,43,23,27,12,40,25,5,7,14,13
BOSTON CELTICS,2017-12-18,240,44,79,16,26,8,14,6,32,26,6,4,19,31
INDIANA PACERS,2017-12-18,240,37,79,7,21,30,38,9,29,14,12,3,12,16
GOLDEN STATE WARRIORS,2017-12-18,265,43,107,11,34,19,21,15,46,25,6,10,14,26
LOS ANGELES LAKERS,2017-12-18,265,41,92,10,25,22,35,7,38,23,9,9,12,26
PORTLAND TRAIL BLAZERS,2017-12-18,240,46,84,10,24,5,5,7,33,26,6,8,17,19
MINNESOTA TIMBERWOLVES,2017-12-18,240,42,91,7,19,17,21,11,21,19,6,2,10,14
DENVER NUGGETS,2017-12-18,240,37,86,12,37,8,12,8,37,21,8,3,11,18
OKLAHOMA CITY THUNDER,2017-12-18,240,39,81,7,24,10,15,6,34,13,9,5,10,13
LOS ANGELES CLIPPERS,2017-12-18,240,37,84,9,29,8,16,8,34,21,12,4,17,23
SAN ANTONIO SPURS,2017-12-18,240,40,82,9,24,20,25,8,37,22,7,4,16,19
CLEVELAND CAVALIERS,2017-12-19,240,40,80,16,41,20,24,7,30,26,9,3,14,20
MILWAUKEE BUCKS,2017-12-19,240,43,82,11,29,22,27,8,32,27,12,3,14,18
SACRAMENTO KINGS,2017-12-19,240,41,91,7,27,12,23,9,30,21,11,6,12,20
PHILADELPHIA 76ERS,2017-12-19,240,34,81,10,35,17,24,13,40,21,7,6,19,19
NEW ORLEANS PELICANS,2017-12-19,240,34,80,5,20,33,40,11,31,20,7,1,16,16
WASHINGTON WIZARDS,2017-12-19,240,46,92,14,35,10,14,10,34,29,8,3,16,31
INDIANA PACERS,2017-12-20,240,40,82,7,21,18,19,8,29,19,5,5,9,18
ATLANTA HAWKS,2017-12-20,240,35,81,8,29,17,20,11,32,27,5,6,13,17
MIAMI HEAT,2017-12-20,240,33,75,10,28,14,25,6,40,23,6,3,12,16
BOSTON CELTICS,2017-12-20,240,30,80,13,32,16,21,5,39,18,5,5,10,22
SACRAMENTO KINGS,2017-12-20,240,40,82,7,19,17,20,13,35,14,4,4,12,19
BROOKLYN NETS,2017-12-20,240,32,82,15,42,20,23,14,24,15,5,7,10,19
ORLANDO MAGIC,2017-12-20,240,35,89,5,27,19,23,6,29,23,5,1,9,15
CHICAGO BULLS,2017-12-20,240,44,87,11,32,13,14,9,42,31,6,8,11,23
TORONTO RAPTORS,2017-12-20,240,49,91,16,33,15,18,10,33,35,6,7,14,27
CHARLOTTE HORNETS,2017-12-20,240,39,85,7,23,26,35,8,31,21,10,6,12,18
DETROIT PISTONS,2017-12-20,240,33,77,7,24,20,22,6,32,19,4,2,12,19
DALLAS MAVERICKS,2017-12-20,240,40,75,14,30,16,20,4,33,22,6,7,12,17
MINNESOTA TIMBERWOLVES,2017-12-20,240,43,87,8,24,18,19,8,29,28,12,2,8,20
DENVER NUGGETS,2017-12-20,240,36,72,13,28,19,24,8,34,27,6,5,21,18
MEMPHIS GRIZZLIES,2017-12-20,240,28,84,12,31,16,19,15,26,20,10,6,16,23
GOLDEN STATE WARRIORS,2017-12-20,240,34,74,7,21,22,25,14,30,26,9,8,16,19
LOS ANGELES LAKERS,2017-12-20,240,40,85,15,35,27,43,10,37,27,8,5,10,25
HOUSTON ROCKETS,2017-12-20,240,37,90,17,42,25,32,12,35,19,7,5,14,30
PHOENIX SUNS,2017-12-20,240,35,97,8,35,17,19,14,36,22,3,3,10,25
LOS ANGELES CLIPPERS,2017-12-20,240,41,87,10,30,16,24,9,41,22,1,4,9,19
UTAH JAZZ,2017-12-20,240,26,73,7,31,20,27,11,28,13,6,3,18,15
OKLAHOMA CITY THUNDER,2017-12-20,240,40,77,8,23,19,22,8,34,23,15,5,13,26
SAN ANTONIO SPURS,2017-12-20,240,41,79,6,17,5,6,9,44,17,7,9,23,16
PORTLAND TRAIL BLAZERS,2017-12-20,240,38,96,6,25,9,14,12,25,18,13,2,8,14
CHICAGO BULLS,2017-12-21,240,47,85,12,31,6,8,5,30,34,8,1,12,19
CLEVELAND CAVALIERS,2017-12-21,240,42,82,12,29,19,22,7,28,25,10,3,12,14
BOSTON CELTICS,2017-12-21,240,33,86,13,38,14,19,9,26,17,11,1,10,20
NEW YORK KNICKS,2017-12-21,240,36,79,8,14,22,26,11,38,13,8,3,17,20
TORONTO RAPTORS,2017-12-21,240,35,85,12,35,32,35,19,26,18,14,6,21,19
PHILADELPHIA 76ERS,2017-12-21,240,45,86,9,29,10,14,13,27,27,14,6,23,27
MEMPHIS GRIZZLIES,2017-12-21,240,39,90,5,26,12,16,15,35,15,5,7,9,22
PHOENIX SUNS,2017-12-21,240,33,81,10,26,21,27,12,32,21,4,1,10,17
SAN ANTONIO SPURS,2017-12-21,240,34,78,10,21,11,16,5,33,14,7,3,14,21
UTAH JAZZ,2017-12-21,240,34,74,12,26,20,24,5,36,18,7,4,12,18
WASHINGTON WIZARDS,2017-12-22,240,34,93,5,20,11,15,7,28,22,7,1,7,18
BROOKLYN NETS,2017-12-22,240,44,88,14,41,17,21,13,47,29,4,4,14,17
NEW YORK KNICKS,2017-12-22,240,44,97,8,24,5,6,16,35,25,6,9,14,20
DETROIT PISTONS,2017-12-22,240,38,88,10,25,18,25,15,29,19,8,5,11,11
LOS ANGELES LAKERS,2017-12-22,240,40,94,11,29,15,22,15,31,22,11,5,15,23
GOLDEN STATE WARRIORS,2017-12-22,240,42,85,7,24,22,27,10,32,24,9,13,15,17
LOS ANGELES CLIPPERS,2017-12-22,240,43,91,18,42,24,31,9,29,24,8,5,8,25
HOUSTON ROCKETS,2017-12-22,240,36,78,17,40,29,35,9,34,16,4,4,17,26
DALLAS MAVERICKS,2017-12-22,240,38,75,17,35,8,11,3,19,28,5,2,8,12
MIAMI HEAT,2017-12-22,240,46,72,16,25,5,6,2,33,25,3,3,11,15
CHARLOTTE HORNETS,2017-12-22,240,39,88,12,26,14,17,9,34,21,4,7,9,18
MILWAUKEE BUCKS,2017-12-22,240,41,87,8,29,19,23,6,37,27,7,5,7,16
ATLANTA HAWKS,2017-12-22,240,44,85,15,32,14,17,7,20,28,12,3,15,24
OKLAHOMA CITY THUNDER,2017-12-22,240,44,82,13,25,19,31,15,25,24,11,5,19,18
NEW ORLEANS PELICANS,2017-12-22,240,43,86,10,30,15,24,11,37,23,10,2,15,25
ORLANDO MAGIC,2017-12-22,240,36,85,4,20,21,29,10,30,16,7,2,14,19
DENVER NUGGETS,2017-12-22,240,42,85,7,25,11,15,16,33,19,4,10,14,13
PORTLAND TRAIL BLAZERS,2017-12-22,240,35,83,6,22,9,16,10,24,15,6,4,9,19
DALLAS MAVERICKS,2017-12-23,240,43,85,9,33,12,15,7,23,31,8,3,10,17
ATLANTA HAWKS,2017-12-23,240,42,75,10,24,18,22,6,32,29,5,2,15,19
CHICAGO BULLS,2017-12-23,240,34,86,7,19,17,25,12,39,24,4,2,15,16
BOSTON CELTICS,2017-12-23,240,44,92,12,32,17,21,8,38,29,9,5,5,18
MILWAUKEE BUCKS,2017-12-23,240,42,87,8,26,14,17,7,28,25,4,2,9,32
CHARLOTTE HORNETS,2017-12-23,240,36,74,9,21,30,40,9,34,22,2,7,16,20
DENVER NUGGETS,2017-12-23,240,38,82,7,28,13,15,10,35,25,10,4,18,14
