team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating,season
PORTLAND TRAIL BLAZERS,2013-11-05,240,36,87,10,31,19,29,11,19,22,9,6,14,28,0.506,0.47100000000000003,0.35600000000000004,0.33299999999999996,22.9,65.5,39.0,61.1,9.2,11.3,12.3,100,103.0,118.3,2013-2014
ATLANTA HAWKS,2013-11-05,240,39,81,8,22,19,26,9,27,26,11,7,14,15,0.568,0.531,0.272,0.321,23.7,73.0,48.0,66.7,11.7,14.3,13.2,100,111.6,106.3,2013-2014
SACRAMENTO KINGS,2013-11-05,240,35,80,10,31,20,21,10,29,22,10,4,18,26,0.56,0.5,0.38799999999999996,0.263,27.0,76.3,52.0,62.9,10.6,6.8,16.8,100,106.3,111.6,2013-2014
MIAMI HEAT,2013-11-05,240,41,83,10,23,12,14,10,28,31,7,4,11,27,0.583,0.5539999999999999,0.27699999999999997,0.16899999999999998,27.0,68.3,48.7,75.6,8.1,7.8,11.0,100,119.7,109.4,2013-2014
TORONTO RAPTORS,2013-11-05,240,31,72,6,21,27,33,13,27,15,4,1,15,21,0.5489999999999999,0.47200000000000003,0.292,0.45799999999999996,31.7,73.0,51.3,48.4,4.6,1.7,14.8,100,109.4,119.7,2013-2014
UTAH JAZZ,2013-11-06,240,37,80,1,10,12,18,11,31,14,8,4,20,22,0.495,0.469,0.125,0.225,25.6,75.6,50.0,37.8,8.4,5.8,18.5,100,91.0,101.4,2013-2014
BOSTON CELTICS,2013-11-06,240,40,89,7,20,10,14,10,32,22,5,4,14,18,0.51,0.489,0.225,0.157,24.4,74.4,50.0,55.0,5.2,5.7,12.8,100,101.4,91.0,2013-2014
TORONTO RAPTORS,2013-11-06,240,35,79,7,16,13,15,11,27,18,2,3,12,27,0.526,0.48700000000000004,0.203,0.19,28.9,73.0,50.7,51.4,2.4,5.2,12.3,100,108.6,111.1,2013-2014
CHARLOTTE BOBCATS,2013-11-06,240,36,73,3,15,17,30,10,27,24,5,8,8,19,0.534,0.514,0.205,0.41100000000000003,27.0,71.1,49.3,66.7,6.0,12.7,8.5,100,111.1,108.6,2013-2014
CHICAGO BULLS,2013-11-06,240,26,73,5,15,23,27,11,29,15,4,5,17,20,0.47100000000000003,0.39,0.205,0.37,23.9,63.0,43.5,57.7,4.5,7.4,16.7,100,90.2,109.4,2013-2014
INDIANA PACERS,2013-11-06,240,36,86,7,18,18,21,17,35,21,9,7,14,24,0.509,0.45899999999999996,0.209,0.244,37.0,76.1,56.5,58.3,10.1,12.1,12.8,100,109.4,90.2,2013-2014
NEW ORLEANS PELICANS,2013-11-06,240,38,78,4,13,19,21,13,26,16,10,5,13,17,0.5670000000000001,0.513,0.16699999999999998,0.26899999999999996,37.1,78.8,57.4,42.1,11.8,8.9,13.0,100,116.7,99.0,2013-2014
MEMPHIS GRIZZLIES,2013-11-06,240,34,71,4,15,12,14,7,22,17,5,5,18,20,0.544,0.507,0.21100000000000002,0.19699999999999998,21.2,62.9,42.6,50.0,5.9,7.7,18.9,100,99.0,116.7,2013-2014
CLEVELAND CAVALIERS,2013-11-06,240,38,85,12,28,16,22,12,27,20,10,2,9,21,0.5489999999999999,0.518,0.32899999999999996,0.259,27.3,75.0,48.8,52.6,11.4,4.1,8.7,100,118.3,124.0,2013-2014
MILWAUKEE BUCKS,2013-11-06,240,36,72,13,23,24,26,9,32,25,3,4,14,18,0.653,0.59,0.319,0.361,25.0,72.7,51.3,69.4,3.4,7.0,14.4,100,124.0,118.3,2013-2014
GOLDEN STATE WARRIORS,2013-11-06,240,42,84,8,20,14,20,9,40,23,12,11,21,29,0.5710000000000001,0.5479999999999999,0.23800000000000002,0.23800000000000002,23.1,80.0,55.1,54.8,11.4,14.9,18.5,100,100.7,88.4,2013-2014
MINNESOTA TIMBERWOLVES,2013-11-06,240,34,90,4,16,21,27,10,30,22,6,3,19,19,0.456,0.4,0.17800000000000002,0.3,20.0,76.9,44.9,64.7,5.7,4.7,15.7,100,88.4,100.7,2013-2014
DALLAS MAVERICKS,2013-11-06,240,36,85,9,23,12,14,11,25,17,12,2,21,16,0.51,0.47600000000000003,0.271,0.165,24.4,71.4,45.0,47.2,12.1,3.0,18.7,100,93.5,107.5,2013-2014
OKLAHOMA CITY THUNDER,2013-11-06,240,43,79,5,13,16,23,10,34,28,10,5,23,17,0.6,0.5760000000000001,0.165,0.29100000000000004,28.6,75.6,55.0,65.1,10.1,8.1,20.5,100,107.5,93.5,2013-2014
LOS ANGELES CLIPPERS,2013-11-06,240,36,95,3,19,15,21,15,36,20,9,5,13,19,0.43200000000000005,0.395,0.2,0.221,25.4,83.7,50.0,55.6,9.1,7.6,11.1,100,91.4,99.6,2013-2014
ORLANDO MAGIC,2013-11-06,240,40,82,5,16,13,17,7,44,21,7,4,15,17,0.5479999999999999,0.518,0.195,0.207,16.3,74.6,50.0,52.5,7.1,5.3,14.4,100,99.6,91.4,2013-2014
WASHINGTON WIZARDS,2013-11-06,240,43,98,18,33,12,16,10,30,32,10,5,11,20,0.552,0.531,0.337,0.163,20.4,73.2,44.4,74.4,9.8,7.7,9.5,100,113.6,99.9,2013-2014
PHILADELPHIA 76ERS,2013-11-06,240,39,83,6,18,18,26,11,39,26,5,3,20,15,0.54,0.506,0.217,0.313,26.8,79.6,55.6,66.7,4.9,4.6,17.5,100,99.9,113.6,2013-2014
PHOENIX SUNS,2013-11-06,240,42,85,7,19,5,9,5,38,14,7,5,18,17,0.54,0.535,0.22399999999999998,0.106,13.2,86.4,52.4,33.3,7.0,7.2,16.8,100,96.4,99.4,2013-2014
SAN ANTONIO SPURS,2013-11-06,240,41,85,6,16,11,15,6,33,25,5,7,14,17,0.54,0.518,0.188,0.17600000000000002,13.6,86.8,47.6,61.0,5.0,10.6,13.3,100,99.4,96.4,2013-2014
ATLANTA HAWKS,2013-11-07,240,43,94,8,26,13,19,13,33,31,11,9,11,23,0.523,0.5,0.27699999999999997,0.20199999999999999,27.1,76.7,50.5,72.1,11.2,14.8,9.7,100,109.4,111.4,2013-2014
DENVER NUGGETS,2013-11-07,240,42,86,14,25,11,17,10,35,28,4,8,16,18,0.583,0.57,0.29100000000000004,0.198,23.3,72.9,49.5,66.7,4.1,11.8,14.6,100,111.4,109.4,2013-2014
LOS ANGELES LAKERS,2013-11-07,240,36,92,16,35,11,15,13,34,26,8,6,24,36,0.502,0.478,0.38,0.163,26.5,81.0,51.6,72.2,7.6,12.0,19.6,100,93.8,92.8,2013-2014
HOUSTON ROCKETS,2013-11-07,240,29,77,7,27,33,52,8,36,17,12,7,17,17,0.491,0.42200000000000004,0.35100000000000003,0.675,19.0,73.5,48.4,58.6,11.4,12.3,14.5,100,92.8,93.8,2013-2014
LOS ANGELES CLIPPERS,2013-11-07,240,36,73,8,24,17,21,9,29,22,8,1,17,30,0.59,0.5479999999999999,0.32899999999999996,0.28800000000000003,29.0,78.4,55.9,61.1,8.9,1.8,17.1,100,108.1,113.7,2013-2014
MIAMI HEAT,2013-11-07,240,38,71,5,16,21,33,8,22,27,6,3,16,23,0.596,0.57,0.225,0.465,21.6,71.0,44.1,71.1,6.7,6.1,15.8,100,113.7,108.1,2013-2014
NEW YORK KNICKS,2013-11-08,240,42,90,12,26,5,9,12,25,25,5,9,12,22,0.537,0.5329999999999999,0.289,0.1,27.9,71.4,47.4,59.5,5.6,15.0,11.3,100,112.5,101.4,2013-2014
CHARLOTTE BOBCATS,2013-11-08,240,31,76,4,16,25,30,10,31,13,4,8,14,15,0.51,0.434,0.21100000000000002,0.395,28.6,72.1,52.6,41.9,4.5,12.5,13.6,100,101.4,112.5,2013-2014
UTAH JAZZ,2013-11-08,240,25,85,7,20,16,25,17,23,18,13,4,17,21,0.38,0.335,0.235,0.294,31.5,67.6,45.5,72.0,14.3,6.3,15.0,100,80.2,106.6,2013-2014
CHICAGO BULLS,2013-11-08,240,38,72,3,8,18,25,11,37,26,12,6,20,24,0.584,0.5489999999999999,0.111,0.34700000000000003,32.4,68.5,54.5,68.4,13.2,9.2,19.4,100,106.6,80.2,2013-2014
OKLAHOMA CITY THUNDER,2013-11-08,240,37,82,6,17,39,44,17,35,22,9,9,13,22,0.5870000000000001,0.488,0.207,0.537,39.5,68.6,55.3,59.5,9.4,15.0,11.4,100,124.7,115.2,2013-2014
DETROIT PISTONS,2013-11-08,240,39,91,11,31,21,27,16,26,22,10,6,13,27,0.535,0.489,0.341,0.297,31.4,60.5,44.7,56.4,10.5,9.2,11.2,100,115.2,124.7,2013-2014
TORONTO RAPTORS,2013-11-08,240,32,81,6,18,14,16,15,27,16,7,6,15,22,0.47700000000000004,0.43200000000000005,0.222,0.198,34.1,75.0,52.5,50.0,8.1,10.5,14.6,100,97.3,105.4,2013-2014
INDIANA PACERS,2013-11-08,240,36,78,6,21,13,16,9,29,20,5,6,15,19,0.535,0.5,0.26899999999999996,0.205,25.0,65.9,47.5,55.6,5.8,9.5,15.0,100,105.4,97.3,2013-2014
DALLAS MAVERICKS,2013-11-08,240,44,90,10,22,10,15,14,26,21,9,7,17,21,0.5589999999999999,0.544,0.244,0.16699999999999998,33.3,61.9,47.6,47.7,9.4,10.1,15.0,100,112.5,120.8,2013-2014
MINNESOTA TIMBERWOLVES,2013-11-08,240,41,89,8,20,26,30,16,28,26,8,6,14,15,0.568,0.506,0.225,0.337,38.1,66.7,52.4,63.4,8.3,8.8,12.0,100,120.8,112.5,2013-2014
LOS ANGELES LAKERS,2013-11-08,240,31,80,6,19,17,26,12,36,19,2,4,14,18,0.465,0.425,0.23800000000000002,0.325,23.5,76.6,49.0,61.3,2.2,5.1,13.3,100,92.6,104.6,2013-2014
NEW ORLEANS PELICANS,2013-11-08,240,38,87,3,9,17,22,11,39,25,10,8,8,22,0.496,0.45399999999999996,0.10300000000000001,0.253,23.4,76.5,51.0,65.8,10.9,13.1,7.6,100,104.6,92.6,2013-2014
BOSTON CELTICS,2013-11-08,240,34,95,2,14,21,26,19,31,19,11,5,11,24,0.42700000000000005,0.368,0.147,0.27399999999999997,32.2,66.0,47.2,55.9,11.5,7.9,9.4,100,94.9,92.8,2013-2014
ORLANDO MAGIC,2013-11-08,240,33,83,4,20,19,29,16,40,19,4,4,20,24,0.465,0.42200000000000004,0.24100000000000002,0.349,34.0,67.8,52.8,57.6,4.2,4.9,17.3,100,92.8,94.9,2013-2014
CLEVELAND CAVALIERS,2013-11-08,240,30,90,9,26,10,14,18,25,22,9,4,13,12,0.41100000000000003,0.38299999999999995,0.289,0.156,34.0,67.6,47.8,73.3,10.2,6.3,11.9,100,89.7,106.7,2013-2014
PHILADELPHIA 76ERS,2013-11-08,240,40,84,7,21,7,9,12,35,25,5,8,17,18,0.534,0.518,0.25,0.107,32.4,66.0,52.2,62.5,5.7,12.5,16.2,100,106.7,89.7,2013-2014
DENVER NUGGETS,2013-11-08,240,36,80,8,22,23,28,7,30,17,11,2,20,26,0.5579999999999999,0.5,0.275,0.35,15.9,73.2,43.5,47.2,10.6,3.2,17.8,100,99.4,110.1,2013-2014
PHOENIX SUNS,2013-11-08,240,40,83,9,20,25,32,11,37,21,11,3,20,22,0.5870000000000001,0.536,0.24100000000000002,0.386,26.8,84.1,56.5,52.5,10.6,5.2,17.1,100,110.1,99.4,2013-2014
SACRAMENTO KINGS,2013-11-08,240,36,86,6,22,13,15,8,23,20,11,1,11,24,0.491,0.45299999999999996,0.256,0.174,18.2,67.6,39.7,55.6,12.0,1.8,10.6,100,99.3,113.5,2013-2014
PORTLAND TRAIL BLAZERS,2013-11-08,240,39,80,10,23,16,18,11,36,28,4,5,17,18,0.591,0.55,0.28800000000000003,0.225,32.4,81.8,60.3,71.8,4.4,7.8,16.2,100,113.5,99.3,2013-2014
GOLDEN STATE WARRIORS,2013-11-08,240,29,71,8,20,8,10,6,39,16,7,4,19,20,0.491,0.465,0.282,0.141,16.2,78.0,51.7,55.2,8.1,6.7,20.1,100,85.2,87.6,2013-2014
SAN ANTONIO SPURS,2013-11-08,240,31,79,5,19,9,18,11,31,19,9,3,12,18,0.43700000000000006,0.424,0.24100000000000002,0.228,22.0,83.8,48.3,61.3,10.4,5.9,12.1,100,87.6,85.2,2013-2014
BROOKLYN NETS,2013-11-08,265,41,88,6,24,20,29,11,40,23,11,3,21,27,0.536,0.5,0.273,0.33,27.5,85.1,58.6,56.1,10.3,4.7,17.2,100,101.1,104.8,2013-2014
WASHINGTON WIZARDS,2013-11-08,265,41,88,10,24,20,26,7,29,28,10,4,16,19,0.563,0.523,0.273,0.295,14.9,72.5,41.4,68.3,9.4,6.3,13.9,100,104.8,101.1,2013-2014
ORLANDO MAGIC,2013-11-09,240,38,82,8,17,10,18,9,27,22,9,2,17,24,0.523,0.512,0.207,0.22,22.0,79.4,48.0,57.9,9.3,2.8,15.9,100,96.8,107.0,2013-2014
ATLANTA HAWKS,2013-11-09,240,43,90,6,19,12,17,7,32,36,9,6,12,15,0.5329999999999999,0.511,0.21100000000000002,0.18899999999999997,20.6,78.0,52.0,83.7,9.3,9.2,11.0,100,107.0,96.8,2013-2014
INDIANA PACERS,2013-11-09,240,37,80,7,14,15,20,11,31,24,9,3,13,18,0.541,0.506,0.175,0.25,26.2,81.6,52.5,64.9,10.1,5.3,12.8,100,107.7,102.1,2013-2014
BROOKLYN NETS,2013-11-09,240,35,76,8,19,13,16,7,31,20,9,2,15,21,0.5479999999999999,0.513,0.25,0.21100000000000002,18.4,73.8,47.5,57.1,10.1,3.0,15.3,100,102.1,107.7,2013-2014
PHILADELPHIA 76ERS,2013-11-09,290,47,99,11,27,20,23,9,35,24,10,3,19,22,0.573,0.53,0.273,0.23199999999999998,20.0,71.4,46.8,51.1,8.7,4.2,14.8,100,108.4,110.2,2013-2014
CLEVELAND CAVALIERS,2013-11-09,290,46,102,13,31,22,29,14,36,28,10,10,18,21,0.5529999999999999,0.515,0.304,0.284,28.6,80.0,53.2,60.9,8.7,13.9,13.6,100,110.2,108.4,2013-2014
LOS ANGELES CLIPPERS,2013-11-09,240,42,88,9,24,14,23,15,30,26,10,7,13,28,0.545,0.528,0.273,0.261,31.9,75.0,51.7,61.9,10.5,13.5,11.7,100,112.8,99.1,2013-2014
HOUSTON ROCKETS,2013-11-09,240,35,78,7,26,17,27,10,32,21,10,5,18,23,0.523,0.494,0.33299999999999996,0.34600000000000003,25.0,68.1,48.3,60.0,10.5,7.8,16.7,100,99.1,112.8,2013-2014
GOLDEN STATE WARRIORS,2013-11-09,240,33,78,10,30,14,26,9,24,17,8,3,17,24,0.503,0.48700000000000004,0.385,0.33299999999999996,20.0,75.0,42.9,51.5,8.4,4.5,16.0,100,94.3,113.2,2013-2014
MEMPHIS GRIZZLIES,2013-11-09,240,42,79,5,13,19,25,8,36,25,8,5,16,23,0.6,0.563,0.165,0.316,25.0,80.0,57.1,59.5,8.4,10.4,15.1,100,113.2,94.3,2013-2014
BOSTON CELTICS,2013-11-09,240,46,89,10,21,9,12,11,28,24,4,5,12,25,0.589,0.573,0.23600000000000002,0.135,28.9,87.5,55.7,52.2,4.4,8.2,11.3,100,121.3,120.2,2013-2014
MIAMI HEAT,2013-11-09,240,41,71,5,10,23,34,4,27,26,4,7,10,13,0.64,0.613,0.141,0.479,12.5,71.1,44.3,63.4,4.4,10.3,10.4,100,120.2,121.3,2013-2014
DALLAS MAVERICKS,2013-11-09,240,33,78,6,19,19,21,12,35,17,11,5,19,18,0.522,0.462,0.244,0.26899999999999996,27.9,76.1,52.8,51.5,11.8,8.6,17.9,100,97.6,89.0,2013-2014
MILWAUKEE BUCKS,2013-11-09,240,31,81,11,23,10,16,11,31,16,7,2,20,21,0.47100000000000003,0.451,0.284,0.198,23.9,72.1,47.2,51.6,7.5,3.4,18.5,100,89.0,97.6,2013-2014
PORTLAND TRAIL BLAZERS,2013-11-09,240,36,82,9,20,15,22,19,33,25,6,2,12,17,0.524,0.494,0.244,0.268,43.2,80.5,61.2,69.4,7.2,3.0,11.6,100,115.4,102.2,2013-2014
SACRAMENTO KINGS,2013-11-09,240,36,78,3,12,10,14,8,25,17,7,2,10,20,0.505,0.48100000000000004,0.154,0.179,19.5,56.8,38.8,47.2,8.4,3.2,10.6,100,102.2,115.4,2013-2014
UTAH JAZZ,2013-11-09,240,34,77,3,18,20,24,12,25,20,7,5,14,24,0.52,0.461,0.23399999999999999,0.312,30.8,65.8,48.1,58.8,7.9,8.6,13.8,100,102.6,129.7,2013-2014
TORONTO RAPTORS,2013-11-09,240,40,83,10,25,25,29,13,27,23,8,4,12,20,0.6,0.542,0.301,0.349,34.2,69.2,51.9,57.5,9.0,6.8,11.1,100,129.7,102.6,2013-2014
MINNESOTA TIMBERWOLVES,2013-11-10,240,44,90,10,20,15,19,12,41,29,14,5,21,15,0.574,0.544,0.222,0.21100000000000002,28.6,71.9,53.5,65.9,13.7,7.6,17.6,100,110.5,88.0,2013-2014
LOS ANGELES LAKERS,2013-11-10,240,35,92,10,26,10,18,16,30,24,8,8,18,16,0.45,0.435,0.28300000000000003,0.196,28.1,71.4,46.5,68.6,7.8,11.4,15.3,100,88.0,110.5,2013-2014
SAN ANTONIO SPURS,2013-11-10,240,41,76,12,28,26,30,9,42,22,5,4,13,19,0.6729999999999999,0.618,0.368,0.395,27.3,82.4,60.7,53.7,5.4,6.7,12.7,100,129.9,96.3,2013-2014
NEW YORK KNICKS,2013-11-10,240,31,82,6,22,21,29,9,24,16,6,1,10,22,0.47,0.415,0.268,0.354,17.6,72.7,39.3,51.6,6.5,2.1,9.5,100,96.3,129.9,2013-2014
WASHINGTON WIZARDS,2013-11-10,265,40,88,12,29,13,26,7,34,23,5,7,12,19,0.528,0.523,0.33,0.295,14.3,68.0,41.4,57.5,4.9,9.7,10.8,100,103.2,104.2,2013-2014
OKLAHOMA CITY THUNDER,2013-11-10,265,41,92,6,20,18,22,16,42,21,7,8,17,20,0.521,0.478,0.217,0.239,32.0,85.7,58.6,51.2,6.9,13.6,14.3,100,104.2,103.2,2013-2014
NEW ORLEANS PELICANS,2013-11-10,240,39,88,4,13,12,13,14,29,20,6,3,15,20,0.501,0.466,0.14800000000000002,0.14800000000000002,31.8,74.4,51.8,51.3,6.6,5.4,13.8,100,103.4,111.1,2013-2014
PHOENIX SUNS,2013-11-10,240,38,78,7,22,18,23,10,30,14,10,11,14,16,0.573,0.532,0.282,0.295,25.6,68.2,48.2,36.8,11.0,14.7,13.7,100,111.1,103.4,2013-2014
ORLANDO MAGIC,2013-11-11,240,39,85,7,18,20,23,14,23,27,7,4,18,18,0.552,0.5,0.212,0.271,33.3,74.2,50.7,69.2,7.4,5.5,15.9,100,110.3,126.0,2013-2014
BOSTON CELTICS,2013-11-11,240,51,85,5,12,13,15,8,28,28,11,7,13,19,0.655,0.629,0.141,0.17600000000000002,25.8,66.7,49.3,54.9,11.6,10.4,12.4,100,126.0,110.3,2013-2014
ATLANTA HAWKS,2013-11-11,240,35,76,10,27,23,28,6,35,26,7,3,13,22,0.583,0.526,0.355,0.368,16.7,77.8,50.6,74.3,7.4,4.4,12.8,100,109.5,100.0,2013-2014
CHARLOTTE BOBCATS,2013-11-11,240,33,81,5,13,23,29,10,30,22,4,0,14,24,0.501,0.43799999999999994,0.16,0.358,22.2,83.3,49.4,66.7,4.3,0.0,13.0,100,100.0,109.5,2013-2014
CLEVELAND CAVALIERS,2013-11-11,240,31,75,5,14,14,20,11,27,13,7,11,18,22,0.483,0.447,0.187,0.267,28.9,65.9,48.1,41.9,8.1,16.4,17.7,100,93.2,110.4,2013-2014
CHICAGO BULLS,2013-11-11,240,34,83,4,16,24,26,14,27,24,9,7,11,21,0.508,0.434,0.193,0.313,34.1,71.1,51.9,70.6,10.4,11.5,10.4,100,110.4,93.2,2013-2014
TORONTO RAPTORS,2013-11-11,290,38,114,8,25,20,27,20,31,10,12,5,13,38,0.413,0.368,0.21899999999999997,0.237,30.3,70.5,46.4,26.3,10.7,8.6,9.4,100,92.8,98.2,2013-2014
HOUSTON ROCKETS,2013-11-11,290,37,84,7,26,29,47,13,46,21,8,14,23,30,0.525,0.48200000000000004,0.31,0.56,29.5,69.7,53.6,56.8,7.1,15.7,18.0,100,98.2,92.8,2013-2014
MEMPHIS GRIZZLIES,2013-11-11,240,31,75,4,8,13,19,7,25,19,6,4,10,20,0.474,0.44,0.107,0.253,16.3,73.5,41.6,61.3,7.1,7.0,10.7,100,92.9,111.7,2013-2014
INDIANA PACERS,2013-11-11,240,37,76,6,19,15,18,9,36,25,5,9,13,22,0.5660000000000001,0.526,0.25,0.237,26.5,83.7,58.4,67.6,5.9,13.4,13.4,100,111.7,92.9,2013-2014
MINNESOTA TIMBERWOLVES,2013-11-11,240,40,96,11,29,16,18,16,29,27,7,2,12,25,0.515,0.474,0.302,0.188,30.2,82.9,51.1,67.5,7.2,3.1,10.4,100,109.3,111.4,2013-2014
LOS ANGELES CLIPPERS,2013-11-11,240,44,80,4,16,17,28,6,37,30,9,2,14,17,0.59,0.575,0.2,0.35,17.1,69.8,48.9,68.2,9.2,3.0,13.2,100,111.4,109.3,2013-2014
SAN ANTONIO SPURS,2013-11-11,240,44,89,13,28,8,11,11,39,29,9,2,12,15,0.581,0.5670000000000001,0.315,0.124,27.5,78.0,55.6,65.9,9.8,3.2,11.3,100,118.3,92.3,2013-2014
PHILADELPHIA 76ERS,2013-11-11,240,34,82,5,19,12,16,11,29,19,4,9,15,12,0.47700000000000004,0.445,0.23199999999999998,0.195,22.0,72.5,44.4,55.9,4.3,14.8,14.4,100,92.3,118.3,2013-2014
DETROIT PISTONS,2013-11-11,240,42,91,3,14,16,21,18,24,20,10,2,8,13,0.514,0.478,0.154,0.231,36.7,64.9,48.8,47.6,11.4,3.4,7.4,100,117.0,123.8,2013-2014
PORTLAND TRAIL BLAZERS,2013-11-11,240,42,82,11,23,14,15,13,31,23,7,2,15,16,0.615,0.579,0.28,0.183,35.1,63.3,51.2,54.8,7.9,2.6,14.5,100,123.8,117.0,2013-2014
DENVER NUGGETS,2013-11-11,240,36,80,5,17,23,27,13,39,18,5,1,14,28,0.544,0.48100000000000004,0.213,0.33799999999999997,33.3,81.3,59.8,50.0,5.6,1.7,13.2,100,111.1,90.0,2013-2014
UTAH JAZZ,2013-11-11,240,31,77,3,17,16,23,9,26,11,4,6,14,22,0.465,0.42200000000000004,0.221,0.299,18.8,66.7,40.2,35.5,4.4,9.5,13.8,100,90.0,111.1,2013-2014
WASHINGTON WIZARDS,2013-11-12,240,33,75,9,26,20,29,11,33,24,12,4,19,20,0.541,0.5,0.34700000000000003,0.387,26.2,75.0,51.2,72.7,12.7,6.9,17.8,100,100.6,111.2,2013-2014
DALLAS MAVERICKS,2013-11-12,240,41,84,10,26,13,19,11,31,25,9,2,15,20,0.568,0.5479999999999999,0.31,0.226,25.0,73.8,48.8,61.0,9.5,4.1,14.0,100,111.2,100.6,2013-2014
DETROIT PISTONS,2013-11-12,240,37,87,3,18,18,27,16,18,16,12,4,12,25,0.48,0.44299999999999995,0.207,0.31,32.7,64.3,44.2,43.2,13.0,7.4,10.8,100,102.7,122.1,2013-2014
GOLDEN STATE WARRIORS,2013-11-12,240,42,70,8,16,21,26,10,33,28,5,3,23,25,0.6940000000000001,0.657,0.22899999999999998,0.371,35.7,67.3,55.8,66.7,5.4,4.3,22.0,100,122.1,102.7,2013-2014
NEW ORLEANS PELICANS,2013-11-12,240,34,84,3,10,24,33,9,22,23,11,3,13,20,0.48200000000000004,0.423,0.11900000000000001,0.39299999999999996,17.0,71.0,36.9,67.6,11.2,5.1,11.7,100,96.6,118.0,2013-2014
LOS ANGELES LAKERS,2013-11-12,240,44,79,11,20,17,21,9,44,33,7,4,19,31,0.657,0.627,0.253,0.266,29.0,83.0,63.1,75.0,7.1,5.4,17.7,100,118.0,96.6,2013-2014
MILWAUKEE BUCKS,2013-11-12,240,33,79,11,30,18,21,8,26,19,10,1,18,15,0.5379999999999999,0.48700000000000004,0.38,0.266,18.6,83.9,45.9,57.6,10.4,1.8,16.9,100,98.9,122.8,2013-2014
MIAMI HEAT,2013-11-12,240,46,79,12,23,14,24,5,35,29,9,7,13,17,0.659,0.6579999999999999,0.29100000000000004,0.304,16.1,81.4,54.1,63.0,9.4,14.3,12.7,100,122.8,98.9,2013-2014
NEW YORK KNICKS,2013-11-13,240,37,88,12,34,9,13,8,29,24,11,3,3,19,0.507,0.489,0.386,0.14800000000000002,17.0,78.4,44.0,64.9,12.4,5.7,3.1,100,107.0,102.5,2013-2014
ATLANTA HAWKS,2013-11-13,240,35,77,5,24,16,21,8,39,22,1,6,15,15,0.528,0.48700000000000004,0.312,0.273,21.6,83.0,56.0,62.9,1.1,11.1,14.8,100,102.5,107.0,2013-2014
CHARLOTTE BOBCATS,2013-11-13,240,30,82,3,12,26,30,12,38,16,8,5,11,20,0.467,0.384,0.146,0.366,25.5,79.2,52.6,53.3,8.8,8.9,10.4,100,97.8,91.2,2013-2014
BOSTON CELTICS,2013-11-13,240,29,77,7,21,18,25,10,35,15,5,2,15,26,0.47200000000000003,0.42200000000000004,0.273,0.325,20.8,74.5,47.4,51.7,5.5,2.9,14.6,100,91.2,97.8,2013-2014
LOS ANGELES LAKERS,2013-11-13,240,37,94,8,21,17,26,19,32,20,4,9,14,27,0.469,0.436,0.223,0.27699999999999997,35.2,58.2,46.8,54.1,4.1,11.4,11.7,100,102.6,115.1,2013-2014
DENVER NUGGETS,2013-11-13,240,40,100,6,21,25,37,23,35,23,11,8,8,20,0.47700000000000004,0.43,0.21,0.37,41.8,64.8,53.2,57.5,11.4,11.0,6.4,100,115.1,102.6,2013-2014
OKLAHOMA CITY THUNDER,2013-11-13,240,35,75,6,16,27,33,8,27,27,12,3,22,29,0.575,0.507,0.213,0.44,20.0,60.0,41.2,77.1,11.8,5.2,19.7,100,101.4,109.3,2013-2014
LOS ANGELES CLIPPERS,2013-11-13,240,39,86,6,28,27,34,18,32,30,15,4,22,23,0.55,0.488,0.326,0.395,40.0,80.0,58.8,76.9,14.8,6.8,17.9,100,109.3,101.4,2013-2014
TORONTO RAPTORS,2013-11-13,240,31,67,8,15,33,39,9,28,14,12,6,13,21,0.612,0.522,0.22399999999999998,0.5820000000000001,23.7,71.8,48.1,45.2,13.5,9.8,13.4,100,115.7,97.7,2013-2014
MEMPHIS GRIZZLIES,2013-11-13,240,35,82,6,21,11,17,11,29,24,6,5,17,24,0.486,0.46299999999999997,0.256,0.207,28.2,76.3,51.9,68.6,6.7,9.6,16.0,100,97.7,115.7,2013-2014
CLEVELAND CAVALIERS,2013-11-13,240,36,87,5,16,18,21,10,27,18,4,1,11,18,0.494,0.44299999999999995,0.184,0.24100000000000002,19.6,77.1,43.0,50.0,4.3,1.7,10.3,100,101.0,131.9,2013-2014
MINNESOTA TIMBERWOLVES,2013-11-13,240,45,82,11,22,23,26,8,41,34,5,5,9,20,0.664,0.616,0.268,0.317,22.9,80.4,57.0,75.6,5.3,7.0,8.8,100,131.9,101.0,2013-2014
MILWAUKEE BUCKS,2013-11-13,240,33,74,5,13,20,22,7,32,16,9,7,18,19,0.544,0.48,0.17600000000000002,0.297,17.9,71.1,46.4,48.5,9.8,12.5,17.7,100,99.0,102.3,2013-2014
ORLANDO MAGIC,2013-11-13,240,35,82,9,26,15,21,13,32,20,7,8,15,17,0.515,0.48200000000000004,0.317,0.256,28.9,82.1,53.6,57.1,7.6,13.1,14.1,100,102.3,99.0,2013-2014
