team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating
PHILADELPHIA 76ERS,2014-12-19,240,32,71,12,26,15,17,2,33,23,6,12,24,17,0.58,0.535,0.366,0.239,6.7,66,43.8,71.9,6.1,16.2,23.4,100,92,110.2
PORTLAND TRAIL BLAZERS,2014-12-19,315,47,110,13,35,22,23,15,43,18,12,5,14,24,0.537,0.486,0.318,0.209,25.9,71.7,49.2,38.3,10.4,5.6,10.4,100,111.3,102.7
SAN ANTONIO SPURS,2014-12-19,315,45,109,8,20,21,26,17,43,24,8,4,16,22,0.494,0.45,0.183,0.239,28.3,74.1,50.8,53.3,6.9,5.3,11.7,100,102.7,111.3
UTAH JAZZ,2014-12-20,240,33,85,8,31,12,15,13,26,18,3,5,9,15,0.469,0.435,0.365,0.176,27.7,63.4,44.3,54.5,3.6,7.7,8.9,100,104,125.8
CHARLOTTE HORNETS,2014-12-20,240,42,87,9,22,11,16,15,34,21,8,3,5,14,0.553,0.534,0.253,0.184,36.6,72.3,55.7,50,9.7,5.6,5,100,125.8,104
SAN ANTONIO SPURS,2014-12-20,240,32,77,3,13,26,26,12,36,10,6,2,19,20,0.526,0.435,0.169,0.338,30.8,73.5,54.5,31.3,6.5,3.3,17.7,100,101.3,107.8
DALLAS MAVERICKS,2014-12-20,240,37,86,9,26,16,20,13,27,18,10,3,12,24,0.522,0.483,0.302,0.233,26.5,69.2,45.5,48.6,10.9,4.7,11.2,100,107.8,101.3
INDIANA PACERS,2014-12-20,240,27,88,7,23,12,17,11,39,17,5,2,14,24,0.382,0.347,0.261,0.193,21.6,81.3,50.5,63,5.3,3,12.8,100,76.9,80
DENVER NUGGETS,2014-12-20,240,30,82,2,16,14,19,9,40,14,7,7,16,20,0.421,0.378,0.195,0.232,18.8,78.4,49.5,46.7,7.4,10.8,15,100,80,76.9
ATLANTA HAWKS,2014-12-20,240,38,74,10,26,18,24,4,33,26,7,9,15,15,0.615,0.581,0.351,0.324,12.5,68.8,46.3,68.4,7.5,20.9,15.1,100,112.1,104.5
HOUSTON ROCKETS,2014-12-20,240,34,86,15,43,14,18,15,28,27,8,4,16,25,0.516,0.483,0.5,0.209,31.3,87.5,53.8,79.4,8.6,8.3,14.6,100,104.5,112.1
MILWAUKEE BUCKS,2014-12-20,240,43,81,8,24,8,15,10,36,29,6,1,18,26,0.582,0.58,0.296,0.185,25,76.6,52.9,67.4,6.4,1.8,17,100,108.7,113
LOS ANGELES CLIPPERS,2014-12-20,240,37,81,12,26,20,27,11,30,29,10,4,12,18,0.571,0.531,0.321,0.333,23.4,75,47.1,78.4,10.7,7,11.4,100,113,108.7
PORTLAND TRAIL BLAZERS,2014-12-20,240,48,90,9,25,9,15,10,35,25,11,3,13,25,0.59,0.583,0.278,0.167,26.3,63.6,48.4,52.1,11.7,4.3,11.9,100,121.3,93.6
NEW ORLEANS PELICANS,2014-12-20,240,30,85,3,15,25,28,20,28,15,7,6,16,11,0.452,0.371,0.176,0.329,36.4,73.7,51.6,50,7.4,9.2,14.1,100,93.6,121.3
PHOENIX SUNS,2014-12-20,240,35,78,10,25,19,23,12,31,15,10,3,14,12,0.562,0.513,0.321,0.295,30,64.6,48.9,42.9,11.4,4.5,13.7,100,112.7,102.4
NEW YORK KNICKS,2014-12-20,240,35,88,7,22,13,16,17,28,17,11,4,14,21,0.473,0.438,0.25,0.182,35.4,70,51.1,48.6,12.5,7.5,12.8,100,102.4,112.7
DETROIT PISTONS,2014-12-21,240,40,91,9,27,16,26,18,32,26,10,6,13,22,0.512,0.489,0.297,0.286,34.6,91.4,57.5,65,10.3,10.7,11.3,100,107.8,112.9
BROOKLYN NETS,2014-12-21,240,40,76,8,20,22,29,3,34,29,9,4,15,18,0.62,0.579,0.263,0.382,8.6,65.4,42.5,72.5,9.2,6.3,14.5,100,112.9,107.8
MEMPHIS GRIZZLIES,2014-12-21,240,39,86,1,16,12,15,12,26,25,8,3,9,16,0.491,0.459,0.186,0.174,29.3,86.7,53.5,64.1,9.1,4.8,8.9,100,103.4,119.3
CLEVELAND CAVALIERS,2014-12-21,240,46,76,7,14,6,10,4,29,34,2,4,14,19,0.653,0.651,0.184,0.132,13.3,70.7,46.5,73.9,2.3,5.7,14.8,100,119.3,103.4
BOSTON CELTICS,2014-12-21,240,33,83,6,23,12,15,14,28,22,6,4,15,18,0.469,0.434,0.277,0.181,30.4,82.4,52.5,66.7,6.8,7,14.3,100,95.3,113.4
MIAMI HEAT,2014-12-21,240,37,78,6,21,20,26,6,32,18,9,3,8,14,0.559,0.513,0.269,0.333,17.6,69.6,47.5,48.6,10.2,5,8.2,100,113.4,95.3
INDIANA PACERS,2014-12-21,240,42,84,6,19,10,14,8,28,25,9,6,13,17,0.555,0.536,0.226,0.167,19,75.7,45.6,59.5,9.7,9.1,12.6,100,107.5,103.2
MINNESOTA TIMBERWOLVES,2014-12-21,240,36,77,5,11,19,24,9,34,23,8,1,16,19,0.548,0.5,0.143,0.312,24.3,81,54.4,63.9,8.6,1.5,15.4,100,103.2,107.5
NEW ORLEANS PELICANS,2014-12-21,240,43,90,7,20,8,10,10,29,33,11,7,9,17,0.535,0.517,0.222,0.111,24.4,64.4,45.3,76.7,12.1,11.1,8.7,100,110.9,108.7
OKLAHOMA CITY THUNDER,2014-12-21,240,38,83,5,20,18,24,16,31,17,7,5,16,13,0.529,0.488,0.241,0.289,35.6,75.6,54.7,44.7,7.7,7.1,14.6,100,108.7,110.9
PHILADELPHIA 76ERS,2014-12-21,240,35,82,6,23,20,25,15,37,20,8,6,19,19,0.516,0.463,0.28,0.305,33.3,74,54.7,57.1,8.6,9.8,17,100,102.9,94.3
ORLANDO MAGIC,2014-12-21,240,35,84,7,23,11,20,13,30,21,11,6,14,22,0.474,0.458,0.274,0.238,26,66.7,45.3,60,11.8,10.2,13.1,100,94.3,102.9
LOS ANGELES LAKERS,2014-12-21,240,33,87,10,26,25,30,18,29,14,8,2,16,29,0.504,0.437,0.299,0.345,34.6,74.4,51.6,42.4,8.4,3.6,13.8,100,105.7,113
SACRAMENTO KINGS,2014-12-21,240,38,79,7,23,25,36,10,34,15,8,7,14,25,0.569,0.525,0.291,0.456,25.6,65.4,48.4,39.5,8.4,11.5,12.9,100,113,105.7
NEW YORK KNICKS,2014-12-21,240,40,82,5,14,23,26,8,24,27,6,5,11,22,0.578,0.518,0.171,0.317,22.9,60,42.7,67.5,6.6,9.4,10.5,100,119.3,130.3
TORONTO RAPTORS,2014-12-21,240,42,86,14,33,20,27,16,27,24,7,4,10,24,0.603,0.57,0.384,0.314,40,77.1,57.3,57.1,7.7,5.9,9.3,100,130.3,119.3
PHOENIX SUNS,2014-12-21,240,40,78,6,17,18,25,12,33,13,3,8,17,24,0.584,0.551,0.218,0.321,30.8,68.8,51.7,32.5,3.3,11.6,16,100,114.5,101.3
WASHINGTON WIZARDS,2014-12-21,240,34,83,3,14,21,29,15,27,11,11,4,11,23,0.48,0.428,0.169,0.349,31.3,69.2,48.3,32.4,12.1,6.6,10.3,100,101.3,114.5
TORONTO RAPTORS,2014-12-22,240,44,100,9,30,23,32,18,19,15,10,3,7,30,0.526,0.485,0.3,0.32,38.3,61.3,47.4,34.1,10.5,4.8,5.8,100,125.9,135.4
CHICAGO BULLS,2014-12-22,240,40,74,6,12,43,47,12,29,20,4,13,15,20,0.681,0.581,0.162,0.635,38.7,61.7,52.6,50,4.2,18.6,13.7,100,135.4,125.9
DENVER NUGGETS,2014-12-22,240,31,82,2,18,18,24,9,28,11,6,4,13,20,0.443,0.39,0.22,0.293,19.1,82.4,45.7,35.5,6.4,6.6,12.3,100,86.9,116.5
CHARLOTTE HORNETS,2014-12-22,240,43,80,8,19,16,24,6,38,23,6,6,12,21,0.607,0.588,0.238,0.3,17.6,80.9,54.3,53.5,6.4,9.4,11.7,100,116.5,86.9
ATLANTA HAWKS,2014-12-22,240,40,81,7,19,18,27,6,37,26,6,6,17,21,0.565,0.537,0.235,0.333,15,74,47.8,65,6,9.7,15.5,100,104.5,101.5
DALLAS MAVERICKS,2014-12-22,240,39,90,11,28,13,20,13,34,23,12,5,15,23,0.516,0.494,0.311,0.222,26,85,52.2,59,11.9,8.1,13.2,100,101.5,104.5
SACRAMENTO KINGS,2014-12-22,240,43,90,8,17,14,21,9,30,31,5,5,13,17,0.544,0.522,0.189,0.233,20.5,75,46.4,72.1,4.9,7.6,11.6,100,106.7,126.4
GOLDEN STATE WARRIORS,2014-12-22,240,49,91,9,25,21,24,10,35,36,9,6,12,19,0.63,0.588,0.275,0.264,25,79.5,53.6,73.5,8.9,8.2,10.6,100,126.4,106.7
PORTLAND TRAIL BLAZERS,2014-12-22,240,34,76,10,27,17,18,5,30,19,9,5,22,23,0.566,0.513,0.355,0.237,12.5,81.1,45.5,55.9,8.9,9.8,20.8,100,94.4,109.3
HOUSTON ROCKETS,2014-12-22,240,41,87,13,36,15,20,7,35,22,14,3,16,22,0.574,0.546,0.414,0.23,18.9,87.5,54.5,53.7,13.9,6.1,14.3,100,109.3,94.4
UTAH JAZZ,2014-12-22,240,34,75,9,19,20,27,10,39,20,0,5,11,15,0.558,0.513,0.253,0.36,25.6,88.6,59,58.8,0,7.9,11.2,100,111.9,105
MEMPHIS GRIZZLIES,2014-12-22,240,38,86,7,23,8,9,5,29,22,4,3,4,18,0.506,0.483,0.267,0.105,11.4,74.4,41,57.9,4.6,5.4,4.3,100,105,111.9
LOS ANGELES CLIPPERS,2014-12-22,240,43,86,10,24,22,29,11,25,23,10,5,10,22,0.597,0.558,0.279,0.337,26.2,92.6,52.2,53.5,10.5,9.3,9.2,100,124.1,131.5
SAN ANTONIO SPURS,2014-12-22,240,49,77,13,23,14,22,2,31,37,6,2,11,19,0.721,0.721,0.299,0.286,7.4,73.8,47.8,75.5,6.3,3.2,11.3,100,131.5,124.1
LOS ANGELES CLIPPERS,2014-12-23,240,37,92,11,29,19,28,16,35,26,10,5,10,23,0.498,0.462,0.315,0.304,32,79.5,54.3,70.3,10.6,9.4,8.7,100,110,113.1
ATLANTA HAWKS,2014-12-23,240,34,76,12,23,27,35,9,34,28,6,3,14,21,0.585,0.526,0.303,0.461,20.5,68,45.7,82.4,6.3,4.8,13.3,100,113.1,110
DENVER NUGGETS,2014-12-23,240,36,82,7,25,17,22,14,37,15,4,4,18,15,0.524,0.482,0.305,0.268,34.1,75.5,56.7,41.7,4.3,5.9,16.4,100,103.8,110.3
BROOKLYN NETS,2014-12-23,240,43,91,6,23,10,14,12,27,21,10,3,9,19,0.525,0.505,0.253,0.154,24.5,65.9,43.3,48.8,10.8,5.3,8.5,100,110.3,103.8
MINNESOTA TIMBERWOLVES,2014-12-23,240,39,88,4,13,22,29,16,24,25,13,9,18,23,0.516,0.466,0.148,0.33,38.1,66.7,51.3,64.1,13.2,15,15.2,100,105.7,127.1
CLEVELAND CAVALIERS,2014-12-23,240,44,84,12,24,25,31,12,26,24,11,6,17,23,0.64,0.595,0.286,0.369,33.3,61.9,48.7,54.5,11.2,8,14.8,100,127.1,105.7
NEW ORLEANS PELICANS,2014-12-23,240,33,83,4,20,14,19,9,37,15,4,2,15,18,0.46,0.422,0.241,0.229,20.5,92.5,54.8,45.5,4.3,3.2,14.1,100,90.5,103.4
INDIANA PACERS,2014-12-23,240,39,78,5,15,13,18,3,35,24,9,12,9,19,0.559,0.532,0.192,0.231,7.5,79.5,45.2,61.5,9.7,19,9.5,100,103.4,90.5
GOLDEN STATE WARRIORS,2014-12-23,240,39,84,12,26,15,17,11,28,20,8,2,19,18,0.574,0.536,0.31,0.202,27.5,68.3,48.1,51.3,8.3,3.2,17.2,100,108.4,118.7
LOS ANGELES LAKERS,2014-12-23,240,46,89,12,26,11,17,13,29,28,11,10,16,15,0.596,0.584,0.292,0.191,31.7,72.5,51.9,60.9,11.4,17.2,14.2,100,118.7,108.4
PHILADELPHIA 76ERS,2014-12-23,240,33,77,5,19,20,27,14,28,11,13,11,16,20,0.512,0.461,0.247,0.351,35.9,66.7,51.9,33.3,14.7,20.4,15.3,100,102.6,98.1
MIAMI HEAT,2014-12-23,240,33,80,8,26,13,18,14,25,13,10,6,20,19,0.495,0.463,0.325,0.225,33.3,64.1,48.1,39.4,11.3,10.3,18.5,100,98.1,102.6
CHARLOTTE HORNETS,2014-12-23,240,36,82,8,21,28,36,11,32,21,6,5,12,21,0.552,0.488,0.256,0.439,26.2,78,51.8,58.3,6.1,8.2,10.9,100,110.5,103.4
MILWAUKEE BUCKS,2014-12-23,240,39,82,8,21,15,20,9,31,25,7,6,20,25,0.556,0.524,0.256,0.244,22,73.8,48.2,64.1,7.2,9.8,18.1,100,103.4,110.5
PORTLAND TRAIL BLAZERS,2014-12-23,265,38,91,17,31,22,24,9,37,22,6,2,14,20,0.566,0.511,0.341,0.264,18.4,74,46.5,57.9,5.8,2.4,12.1,100,111.2,107.3
OKLAHOMA CITY THUNDER,2014-12-23,265,46,101,6,19,13,15,13,40,20,8,5,11,28,0.516,0.485,0.188,0.149,26,81.6,53.5,43.5,7.7,8.3,9.3,100,107.3,111.2
BOSTON CELTICS,2014-12-23,240,33,85,7,23,22,29,9,36,22,10,4,12,21,0.486,0.429,0.271,0.341,19.1,83.7,50,66.7,10.2,6.2,10.9,100,96.7,101.8
ORLANDO MAGIC,2014-12-23,240,39,83,7,18,15,23,7,38,23,7,4,14,21,0.537,0.512,0.217,0.277,16.3,80.9,50,59,7.1,6.5,13.1,100,101.8,96.7
DALLAS MAVERICKS,2014-12-23,240,41,88,9,25,24,29,14,35,22,4,1,20,27,0.571,0.517,0.284,0.33,31.8,71.4,52.7,53.7,3.8,1.6,16.6,100,109.9,118.5
PHOENIX SUNS,2014-12-23,240,44,97,13,33,23,32,14,30,30,12,3,12,26,0.558,0.521,0.34,0.33,28.6,68.2,47.3,68.2,11.5,4.8,9.7,100,118.5,109.9
CHICAGO BULLS,2014-12-23,240,39,85,5,17,16,24,8,44,20,5,7,10,14,0.518,0.488,0.2,0.282,19,86.3,55.9,51.3,5.2,8.8,9.5,100,103.6,95.2
WASHINGTON WIZARDS,2014-12-23,240,38,89,5,9,10,16,7,34,21,7,5,8,17,0.474,0.455,0.101,0.18,13.7,81,44.1,55.3,7.3,7.4,7.7,100,95.2,103.6
LOS ANGELES LAKERS,2014-12-25,240,36,92,5,16,16,21,16,23,18,9,8,4,21,0.459,0.418,0.174,0.228,30.2,53.5,40.6,50,10.4,12.9,3.8,100,107.3,130.3
CHICAGO BULLS,2014-12-25,240,42,86,10,24,19,25,20,37,27,1,7,13,12,0.582,0.547,0.279,0.291,46.5,69.8,59.4,64.3,1.2,9.2,11.8,100,130.3,107.3
GOLDEN STATE WARRIORS,2014-12-25,240,34,80,6,28,12,22,8,36,24,11,4,16,21,0.479,0.463,0.35,0.275,17,76.6,46.8,70.6,11.3,7.3,15.1,100,88,102.3
LOS ANGELES CLIPPERS,2014-12-25,240,34,87,9,32,23,31,11,39,18,10,4,13,20,0.497,0.443,0.368,0.356,23.4,83,53.2,52.9,10.2,7.7,11.4,100,102.3,88
CLEVELAND CAVALIERS,2014-12-25,240,32,72,6,26,21,33,11,26,16,8,4,15,15,0.526,0.486,0.361,0.458,26.2,68.4,46.3,50,9.1,6.3,14.8,100,103.5,114.8
MIAMI HEAT,2014-12-25,240,40,84,7,21,14,17,12,31,27,8,3,11,26,0.552,0.518,0.25,0.202,31.6,73.8,53.8,67.5,9.1,6.5,10.7,100,114.8,103.5
WASHINGTON WIZARDS,2014-12-25,240,44,86,7,16,7,10,13,32,25,4,3,10,20,0.564,0.552,0.186,0.116,30.2,84.2,55.6,56.8,4.6,5.2,10,100,117.5,104.9
NEW YORK KNICKS,2014-12-25,240,36,80,4,22,15,19,6,30,17,5,4,7,15,0.515,0.475,0.275,0.238,15.8,69.8,44.4,47.2,5.8,5.7,7.3,100,104.9,117.5
OKLAHOMA CITY THUNDER,2014-12-25,240,42,81,9,15,21,38,16,31,25,9,6,14,20,0.583,0.574,0.185,0.469,36.4,75.6,55.3,59.5,9.5,10.3,12.5,100,119.8,111.4
SAN ANTONIO SPURS,2014-12-25,240,42,81,7,23,15,21,10,28,33,8,5,16,26,0.587,0.562,0.284,0.259,24.4,63.6,44.7,78.6,8.4,7.6,15.1,100,111.4,119.8
MILWAUKEE BUCKS,2014-12-26,240,40,79,8,19,19,23,6,34,28,15,6,15,19,0.6,0.557,0.241,0.291,16.7,81,51.3,70,15.7,11.3,14.4,100,112.2,80.8
ATLANTA HAWKS,2014-12-26,240,31,76,4,23,11,14,8,30,20,8,4,22,19,0.469,0.434,0.303,0.184,19,83.3,48.7,64.5,8.4,6.7,21.1,100,80.8,112.2
BROOKLYN NETS,2014-12-26,240,41,83,7,21,20,28,13,30,19,9,3,15,10,0.572,0.536,0.253,0.337,28.9,85.7,53.8,46.3,9.2,4.8,13.6,100,111.7,109.6
BOSTON CELTICS,2014-12-26,240,45,87,9,24,8,11,5,32,32,8,3,14,23,0.583,0.569,0.276,0.126,14.3,71.1,46.3,71.1,8.2,4.8,13.2,100,109.6,111.7
LOS ANGELES LAKERS,2014-12-26,240,36,99,11,29,15,20,24,39,20,8,6,16,23,0.455,0.419,0.293,0.202,41.4,86.7,61.2,55.6,8.2,9.2,12.9,100,100.6,104.7
DALLAS MAVERICKS,2014-12-26,240,42,83,5,18,13,24,6,34,20,9,6,13,21,0.545,0.536,0.217,0.289,13.3,58.6,38.8,47.6,9.2,8.6,12.2,100,104.7,100.6
MINNESOTA TIMBERWOLVES,2014-12-26,240,41,103,3,15,17,24,14,30,29,5,9,7,24,0.449,0.413,0.146,0.233,25.9,57.7,41.5,70.7,4.9,11.8,5.8,100,100.6,104.5
DENVER NUGGETS,2014-12-26,240,39,95,3,19,25,32,22,40,18,1,6,18,23,0.486,0.426,0.2,0.337,42.3,74.1,58.5,46.2,1,6.8,14.2,100,104.5,100.6
INDIANA PACERS,2014-12-26,240,42,83,9,20,16,22,11,33,25,3,4,18,22,0.588,0.56,0.241,0.265,26.8,73.3,51.2,59.5,3.1,6.7,16.3,100,112.7,123
DETROIT PISTONS,2014-12-26,240,47,86,10,26,15,29,12,30,25,11,6,9,22,0.602,0.605,0.302,0.337,26.7,73.2,48.8,53.2,11.4,9.5,8.4,100,123,112.7
HOUSTON ROCKETS,2014-12-26,265,41,91,14,34,21,28,13,41,25,2,7,14,23,0.566,0.527,0.374,0.308,31,73.2,55.1,61,2,8.8,11.9,100,116.2,110.3
MEMPHIS GRIZZLIES,2014-12-26,265,43,104,7,24,18,23,15,29,31,8,4,6,23,0.486,0.447,0.231,0.221,26.8,69,44.9,72.1,7.9,7,5,100,110.3,116.2
SAN ANTONIO SPURS,2014-12-26,240,37,75,6,14,10,14,1,38,25,2,4,17,17,0.554,0.533,0.187,0.187,2.6,84.4,47,67.6,2.1,6,17.3,100,94.7,102.1
NEW ORLEANS PELICANS,2014-12-26,240,35,84,6,17,21,24,7,37,25,8,7,8,15,0.513,0.452,0.202,0.286,15.6,97.4,53,71.4,8.4,11.5,7.8,100,102.1,94.7
CHARLOTTE HORNETS,2014-12-26,240,25,87,5,24,20,26,15,37,12,8,2,15,20,0.381,0.316,0.276,0.299,25.4,74,47.7,48,8.5,3.3,13.2,100,79.6,104
OKLAHOMA CITY THUNDER,2014-12-26,240,36,88,8,27,18,21,13,44,18,6,10,11,25,0.504,0.455,0.307,0.239,26,74.6,52.3,50,6.4,15.9,10.2,100,104,79.6
CLEVELAND CAVALIERS,2014-12-26,240,33,80,8,30,24,26,8,29,19,10,5,9,14,0.536,0.463,0.375,0.325,20.5,85.3,50.7,57.6,11.3,9.6,9,100,110.7,100.5
ORLANDO MAGIC,2014-12-26,240,36,73,9,21,8,12,5,31,25,8,4,16,25,0.568,0.555,0.288,0.164,14.7,79.5,49.3,69.4,9,8,17,100,100.5,110.7
PHILADELPHIA 76ERS,2014-12-26,240,36,81,3,14,18,33,9,33,16,13,7,18,14,0.487,0.463,0.173,0.407,18.8,78.6,46.7,44.4,12.7,15.6,15.9,100,90.6,111.1
PORTLAND TRAIL BLAZERS,2014-12-26,240,42,88,18,43,12,14,9,39,25,10,8,19,22,0.605,0.58,0.489,0.159,21.4,81.3,53.3,59.5,9.7,11.9,16.8,100,111.1,90.6
PHOENIX SUNS,2014-12-26,240,46,94,14,33,9,12,16,30,25,6,11,14,17,0.579,0.564,0.351,0.128,34.8,62.5,48.9,54.3,6.4,15.1,12.4,100,121.9,112.4
SACRAMENTO KINGS,2014-12-26,240,41,93,7,20,17,24,18,30,18,8,2,12,15,0.512,0.478,0.215,0.258,37.5,65.2,51.1,43.9,8.5,3.3,10.4,100,112.4,121.9
INDIANA PACERS,2014-12-27,240,44,86,9,18,13,18,7,38,33,11,5,10,25,0.586,0.564,0.209,0.209,18.9,88.4,56.3,75,11.5,9.6,9.6,100,114.9,88.8
BROOKLYN NETS,2014-12-27,240,28,77,7,25,22,27,5,30,15,2,4,15,20,0.478,0.409,0.325,0.351,11.6,81.1,43.8,53.6,2.1,5.9,14.4,100,88.8,114.9
NEW ORLEANS PELICANS,2014-12-27,240,41,88,4,14,14,16,10,27,18,9,8,15,19,0.526,0.489,0.159,0.182,25,64.3,45.1,43.9,9.5,11.6,13.6,100,105.7,113.1
CHICAGO BULLS,2014-12-27,240,41,89,6,20,19,22,15,30,19,8,6,13,17,0.542,0.494,0.225,0.247,35.7,75,54.9,46.3,8.5,8.1,11.6,100,113.1,105.7
ORLANDO MAGIC,2014-12-27,240,38,83,8,20,18,24,5,35,22,6,4,6,18,0.545,0.506,0.241,0.289,13.5,79.5,49.4,57.9,6.5,6.5,6,100,110.7,102
CHARLOTTE HORNETS,2014-12-27,240,36,86,8,24,14,18,9,32,18,2,8,10,19,0.5,0.465,0.279,0.209,20.5,86.5,50.6,50,2.2,12.7,9.6,100,102,110.7
MINNESOTA TIMBERWOLVES,2014-12-27,240,34,77,8,19,21,36,13,34,29,10,5,24,18,0.522,0.494,0.247,0.468,27.7,79.1,52.2,85.3,9.8,8.3,20.5,100,94.8,107.6
GOLDEN STATE WARRIORS,2014-12-27,240,41,88,11,28,17,21,9,34,32,17,6,16,21,0.566,0.528,0.318,0.239,20.9,72.3,47.8,78,16.6,10.3,14.1,100,107.6,94.8
TORONTO RAPTORS,2014-12-27,240,41,86,13,34,15,19,12,31,25,7,1,9,17,0.583,0.552,0.395,0.221,26.1,77.5,50,61,7.8,1.8,8.7,100,121.9,108.6
LOS ANGELES CLIPPERS,2014-12-27,240,37,81,12,25,12,15,9,34,26,4,7,14,19,0.559,0.531,0.309,0.185,22.5,73.9,50,70.3,4.4,13.5,13.8,100,108.6,121.9
MEMPHIS GRIZZLIES,2014-12-27,240,34,73,7,16,28,37,9,23,22,10,5,13,22,0.577,0.514,0.219,0.507,25.7,76.7,49.2,64.7,11.4,9.6,12.7,100,117.9,108.7
MIAMI HEAT,2014-12-27,240,37,72,6,20,15,21,7,26,18,10,4,13,26,0.585,0.556,0.278,0.292,23.3,74.3,50.8,48.6,11.4,7,13.8,100,108.7,117.9
ATLANTA HAWKS,2014-12-27,240,33,90,9,29,15,19,17,34,25,9,4,11,17,0.458,0.417,0.322,0.211,33.3,72.3,52,75.8,10.1,8,10.1,100,100.9,95.3
MILWAUKEE BUCKS,2014-12-27,240,31,80,12,30,11,14,13,34,21,5,10,19,18,0.493,0.463,0.375,0.175,27.7,66.7,48,67.7,5.6,16.4,18.1,100,95.3,100.9
NEW YORK KNICKS,2014-12-27,265,48,97,6,20,27,32,16,27,30,10,10,15,29,0.581,0.526,0.206,0.33,35.6,73,52.4,62.5,9.4,13.7,11.9,100,120.7,126.3
SACRAMENTO KINGS,2014-12-27,265,49,89,8,16,29,33,10,29,23,9,7,17,27,0.652,0.596,0.18,0.371,27,64.4,47.6,46.9,8.4,9.1,14.1,100,126.3,120.7
PHILADELPHIA 76ERS,2014-12-27,240,24,74,5,26,18,28,10,34,11,8,5,16,20,0.411,0.358,0.351,0.378,19.6,70.8,44.4,45.8,8.8,8.2,15.6,100,78.4,97.2
UTAH JAZZ,2014-12-27,240,30,84,4,23,24,28,14,41,17,11,10,12,23,0.457,0.381,0.274,0.333,29.2,80.4,55.6,56.7,12.2,20.8,11.1,100,97.2,78.4
BOSTON CELTICS,2014-12-27,240,32,79,6,24,18,24,8,28,17,10,2,18,15,0.491,0.443,0.304,0.304,17,75.7,42.9,53.1,10.1,2.6,16.7,100,88.7,101.9
WASHINGTON WIZARDS,2014-12-27,240,45,90,5,13,6,10,9,39,28,11,4,18,24,0.535,0.528,0.144,0.111,24.3,83,57.1,62.2,11.1,7.3,16,100,101.9,88.7
DETROIT PISTONS,2014-12-28,240,41,91,17,31,4,9,14,33,21,12,6,10,21,0.542,0.544,0.341,0.099,28,76.7,50.5,51.2,13.1,11.3,9.5,100,112.7,87.6
CLEVELAND CAVALIERS,2014-12-28,240,31,82,5,29,13,17,10,36,25,4,5,17,15,0.447,0.409,0.354,0.207,23.3,72,49.5,80.6,4.4,8.3,16,100,87.6,112.7
OKLAHOMA CITY THUNDER,2014-12-28,240,45,90,5,14,12,21,14,39,21,8,2,18,25,0.539,0.528,0.156,0.233,31.8,84.8,58.9,46.7,7.8,3.5,15.4,100,104.7,109.6
DALLAS MAVERICKS,2014-12-28,240,39,88,10,31,24,28,7,30,26,8,6,12,16,0.558,0.5,0.352,0.318,15.2,68.2,41.1,66.7,7.8,7.9,10.7,100,109.6,104.7
TORONTO RAPTORS,2014-12-28,240,43,88,10,23,20,32,13,31,23,4,5,6,23,0.568,0.545,0.261,0.364,27.7,67.4,47.3,53.5,4.3,7.1,5.6,100,124.3,109.3
DENVER NUGGETS,2014-12-28,240,37,87,4,17,24,34,15,34,18,3,2,10,24,0.5,0.448,0.195,0.391,32.6,72.3,52.7,48.6,3.2,3.1,8.9,100,109.3,124.3
PHOENIX SUNS,2014-12-28,240,44,87,9,22,19,24,8,37,24,12,5,12,15,0.595,0.557,0.253,0.276,20.5,90.2,56.3,54.5,11.9,8.2,11,100,115.4,106.4
LOS ANGELES LAKERS,2014-12-28,240,42,81,12,20,11,20,4,31,22,8,6,17,19,0.596,0.593,0.247,0.247,9.8,79.5,43.8,52.4,8,9.2,15.9,100,106.4,115.4
NEW YORK KNICKS,2014-12-28,240,31,93,7,27,10,15,15,34,19,6,1,11,13,0.397,0.371,0.29,0.161,26.8,82.9,50.5,61.3,6.6,2.2,9.9,100,87.2,111.5
PORTLAND TRAIL BLAZERS,2014-12-28,240,38,81,16,36,9,12,7,41,25,8,7,11,15,0.585,0.568,0.444,0.148,17.1,73.2,49.5,65.8,8.8,10.6,11.3,100,111.5,87.2
HOUSTON ROCKETS,2014-12-28,240,38,77,12,33,18,31,12,30,20,15,1,24,24,0.585,0.571,0.429,0.403,30.8,73.2,52.5,52.6,15,1.9,20.9,100,106.3,110.3
SAN ANTONIO SPURS,2014-12-28,240,39,83,11,30,21,24,11,27,22,12,6,19,28,0.588,0.536,0.361,0.289,26.8,69.2,47.5,56.4,12,13.6,16.9,100,110.3,106.3
SACRAMENTO KINGS,2014-12-29,240,37,76,9,20,16,20,11,33,22,5,3,21,26,0.584,0.546,0.263,0.263,29.7,70.2,52.4,59.5,5.5,5.1,19.8,100,108.1,116.8
