season,team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating,points,during_playoffs
2011-2012,NEW JERSEY NETS,2012-01-22,240,38,86,7,27,14,15,16,31,19,5,5,12,14,0.524,0.483,0.314,0.174,37.2,81.6,58.0,50.0,5.7,7.7,11.5,100.0,111.1,99.7,97,0
2011-2012,BOSTON CELTICS,2012-01-22,240,37,72,5,12,21,30,7,28,22,7,2,17,20,0.5870000000000001,0.5489999999999999,0.16699999999999998,0.417,18.4,82.4,48.6,59.5,7.4,3.2,16.6,100.0,105.8,99.5,100,0
2011-2012,WASHINGTON WIZARDS,2012-01-22,240,37,77,2,15,18,21,6,31,17,8,7,17,28,0.545,0.494,0.195,0.273,17.6,81.6,51.4,45.9,8.5,11.7,16.5,100.0,99.5,105.8,94,0
2011-2012,ORLANDO MAGIC,2012-01-23,240,16,65,4,16,20,30,11,33,12,5,6,23,16,0.358,0.277,0.246,0.462,22.4,80.5,48.9,75.0,5.6,9.2,22.7,100.0,62.4,97.0,56,0
2011-2012,BOSTON CELTICS,2012-01-23,240,33,78,2,13,19,19,8,38,21,13,9,15,21,0.504,0.436,0.16699999999999998,0.244,19.5,77.6,51.1,63.6,14.5,18.4,14.8,100.0,97.0,62.4,87,0
2011-2012,NEW JERSEY NETS,2012-01-23,240,37,77,7,19,14,21,9,23,23,3,1,11,18,0.551,0.526,0.247,0.273,22.5,65.7,42.7,62.2,3.5,1.8,11.3,100.0,112.3,130.0,95,0
2011-2012,CHICAGO BULLS,2012-01-23,240,43,75,7,19,17,23,12,31,33,3,4,10,18,0.6459999999999999,0.62,0.253,0.307,34.3,77.5,57.3,76.7,3.5,6.9,10.5,100.0,130.0,112.3,110,0
2011-2012,PHOENIX SUNS,2012-01-23,240,31,83,6,20,19,22,17,35,22,9,4,19,19,0.469,0.41,0.241,0.265,36.2,74.5,55.3,71.0,9.9,7.1,17.0,100.0,95.5,102.1,87,0
2011-2012,DALLAS MAVERICKS,2012-01-23,240,33,81,8,25,19,29,12,30,23,11,5,12,17,0.496,0.457,0.309,0.358,25.5,63.8,44.7,69.7,12.1,7.9,11.3,100.0,102.1,95.5,93,0
2011-2012,MEMPHIS GRIZZLIES,2012-01-23,240,36,85,2,13,17,23,15,26,18,14,4,18,13,0.478,0.435,0.153,0.271,32.6,76.5,51.3,50.0,14.8,7.8,15.9,100.0,96.4,95.4,91,0
2011-2012,GOLDEN STATE WARRIORS,2012-01-23,240,38,76,9,25,5,8,8,31,24,11,6,24,22,0.5660000000000001,0.5589999999999999,0.329,0.105,23.5,67.4,48.8,63.2,11.7,8.3,23.2,100.0,95.4,96.4,90,0
2011-2012,ATLANTA HAWKS,2012-01-23,240,38,83,3,11,18,21,7,38,19,8,3,12,18,0.526,0.476,0.133,0.253,16.7,74.5,48.4,50.0,8.3,4.0,11.5,100.0,101.0,95.7,97,0
2011-2012,MILWAUKEE BUCKS,2012-01-23,240,37,92,5,17,13,17,13,35,25,6,6,13,17,0.462,0.429,0.185,0.185,25.5,83.3,51.6,67.6,6.2,8.3,11.6,100.0,95.7,101.0,92,0
2011-2012,HOUSTON ROCKETS,2012-01-23,240,39,86,7,21,22,28,9,33,20,11,3,12,23,0.544,0.494,0.244,0.326,21.4,82.5,51.2,51.3,11.0,4.4,10.9,100.0,106.8,91.8,107,0
2011-2012,MINNESOTA TIMBERWOLVES,2012-01-23,240,33,80,5,12,21,27,7,33,22,9,1,20,20,0.501,0.444,0.15,0.338,17.5,78.6,48.8,66.7,9.0,1.5,17.9,100.0,91.8,106.8,92,0
2011-2012,SAN ANTONIO SPURS,2012-01-23,240,41,75,7,16,15,20,4,23,28,8,1,10,10,0.621,0.593,0.213,0.267,12.1,67.6,40.3,68.3,9.1,1.4,10.7,100.0,117.8,115.5,104,0
2011-2012,NEW ORLEANS HORNETS,2012-01-23,240,42,83,6,12,12,13,11,29,20,8,7,14,14,0.575,0.542,0.145,0.157,32.4,87.9,59.7,47.6,9.1,11.9,13.6,100.0,115.5,117.8,102,0
2011-2012,DETROIT PISTONS,2012-01-23,240,28,82,4,14,19,27,11,27,14,10,1,9,11,0.421,0.366,0.171,0.329,20.8,75.0,42.7,50.0,11.0,1.6,8.7,100.0,86.9,108.9,79,0
2011-2012,OKLAHOMA CITY THUNDER,2012-01-23,240,41,77,7,16,10,14,9,42,21,4,10,19,22,0.595,0.578,0.208,0.182,25.0,79.2,57.3,51.2,4.4,14.7,18.6,100.0,108.9,86.9,99,0
2011-2012,WASHINGTON WIZARDS,2012-01-23,240,32,74,0,7,19,27,9,29,15,3,5,9,17,0.483,0.4320000000000001,0.095,0.365,19.6,76.3,45.2,46.9,3.5,7.5,9.5,100.0,96.6,119.9,83,0
2011-2012,PHILADELPHIA 76ERS,2012-01-23,240,43,83,6,16,11,20,9,37,30,8,3,6,19,0.561,0.5539999999999999,0.193,0.241,23.7,80.4,54.8,69.8,9.3,4.5,6.1,100.0,119.9,96.6,103,0
2011-2012,SACRAMENTO KINGS,2012-01-23,240,32,80,7,18,18,25,11,25,23,8,3,13,22,0.489,0.444,0.225,0.313,24.4,56.8,40.4,71.9,8.8,4.3,12.5,100.0,97.7,110.9,89,0
2011-2012,PORTLAND TRAIL BLAZERS,2012-01-23,240,41,88,7,19,12,21,19,34,22,6,2,17,22,0.519,0.506,0.21600000000000005,0.239,43.2,75.6,59.6,53.7,6.6,3.2,14.9,100.0,110.9,97.7,101,0
2011-2012,NEW YORK KNICKS,2012-01-24,240,39,78,7,19,26,33,13,40,26,6,8,13,21,0.6,0.545,0.244,0.423,35.1,81.6,61.6,66.7,6.6,11.3,12.3,100.0,121.6,85.5,111,0
2011-2012,CHARLOTTE BOBCATS,2012-01-24,240,27,82,3,11,21,22,9,24,10,5,8,13,22,0.425,0.348,0.134,0.268,18.4,64.9,38.4,37.0,5.5,13.6,12.4,100.0,85.5,121.6,78,0
2011-2012,ORLANDO MAGIC,2012-01-24,240,38,83,13,32,13,19,13,27,22,13,9,13,19,0.5579999999999999,0.536,0.386,0.229,30.2,69.2,48.8,57.9,14.6,13.4,12.5,100.0,114.8,93.4,102,0
2011-2012,INDIANA PACERS,2012-01-24,240,31,78,3,11,18,18,12,30,8,3,7,19,17,0.483,0.417,0.141,0.231,30.8,69.8,51.2,25.8,3.4,13.7,18.1,100.0,93.4,114.8,83,0
2011-2012,CLEVELAND CAVALIERS,2012-01-24,240,34,68,6,16,11,17,7,26,20,10,4,20,27,0.563,0.544,0.235,0.25,23.3,81.3,53.2,58.8,11.4,7.7,20.9,100.0,96.5,104.5,85,0
2011-2012,MIAMI HEAT,2012-01-24,240,32,70,5,18,23,26,6,23,16,10,5,17,15,0.565,0.493,0.257,0.371,18.8,76.7,46.8,50.0,11.4,9.6,17.3,100.0,104.5,96.5,92,0
2011-2012,TORONTO RAPTORS,2012-01-24,240,34,82,8,15,23,25,11,35,18,10,2,16,22,0.532,0.463,0.183,0.305,25.6,81.4,53.5,52.9,10.5,3.0,14.7,100.0,104.2,101.0,99,0
2011-2012,PHOENIX SUNS,2012-01-24,240,39,82,5,16,13,17,8,32,23,7,4,15,20,0.536,0.506,0.195,0.207,18.6,74.4,46.5,59.0,7.4,6.0,14.4,100.0,101.0,104.2,96,0
2011-2012,MEMPHIS GRIZZLIES,2012-01-24,240,34,90,3,14,13,17,11,28,21,10,3,11,24,0.431,0.394,0.156,0.189,22.0,71.8,43.8,61.8,10.6,6.0,10.1,100.0,89.1,102.8,84,0
2011-2012,PORTLAND TRAIL BLAZERS,2012-01-24,240,31,72,5,22,30,36,11,39,16,8,6,20,18,0.552,0.465,0.306,0.5,28.2,78.0,56.2,51.6,8.5,7.9,18.5,100.0,102.8,89.1,97,0
2011-2012,INDIANA PACERS,2012-01-25,240,38,80,5,10,14,21,11,33,18,8,7,13,20,0.532,0.506,0.125,0.263,29.7,68.8,51.8,47.4,8.9,9.1,12.7,100.0,105.3,99.8,95,0
2011-2012,CHICAGO BULLS,2012-01-25,240,36,90,3,13,15,21,15,26,19,6,8,12,20,0.453,0.417,0.14400000000000002,0.233,31.3,70.3,48.2,52.8,6.7,11.4,10.8,100.0,99.8,105.3,90,0
2011-2012,NEW YORK KNICKS,2012-01-25,240,32,76,3,20,14,20,11,33,18,8,3,22,23,0.478,0.441,0.263,0.263,26.8,70.2,50.0,56.3,8.6,5.2,20.6,100.0,87.2,98.0,81,0
2011-2012,CLEVELAND CAVALIERS,2012-01-25,240,34,78,9,20,14,26,14,30,28,10,2,18,21,0.509,0.494,0.256,0.333,29.8,73.2,50.0,82.4,10.8,3.6,16.8,100.0,98.0,87.2,91,0
2011-2012,MINNESOTA TIMBERWOLVES,2012-01-25,240,34,77,9,21,28,33,11,38,20,10,12,15,12,0.574,0.5,0.273,0.429,26.8,70.4,51.6,58.8,10.7,16.4,14.1,100.0,112.2,96.2,105,0
2011-2012,DALLAS MAVERICKS,2012-01-25,240,39,95,6,22,6,10,16,30,22,7,7,13,24,0.453,0.442,0.232,0.105,29.6,73.2,48.4,56.4,7.5,12.5,11.6,100.0,96.2,112.2,90,0
2011-2012,MIAMI HEAT,2012-01-25,240,37,71,5,15,22,25,6,20,24,7,1,11,20,0.616,0.556,0.211,0.35200000000000004,17.1,58.8,37.7,64.9,8.3,2.0,11.8,100.0,119.6,116.0,101,0
2011-2012,DETROIT PISTONS,2012-01-25,240,36,72,7,22,19,25,14,29,19,5,6,17,24,0.59,0.5489999999999999,0.306,0.34700000000000003,41.2,82.9,62.3,52.8,5.9,10.7,17.0,100.0,116.0,119.6,98,0
2011-2012,PORTLAND TRAIL BLAZERS,2012-01-25,240,34,83,8,21,17,20,12,31,25,5,4,12,15,0.507,0.458,0.253,0.241,32.4,86.1,58.9,73.5,5.7,6.8,11.6,100.0,105.7,114.8,93,0
2011-2012,GOLDEN STATE WARRIORS,2012-01-25,240,41,79,11,20,8,14,5,25,33,10,3,11,18,0.593,0.589,0.253,0.177,13.9,67.6,41.1,80.5,11.4,4.8,11.4,100.0,114.8,105.7,101,0
2011-2012,MILWAUKEE BUCKS,2012-01-25,240,39,91,14,29,13,17,10,33,26,8,8,10,17,0.5329999999999999,0.505,0.319,0.187,21.7,67.3,45.3,66.7,8.4,12.9,9.2,100.0,110.8,104.5,105,0
2011-2012,HOUSTON ROCKETS,2012-01-25,240,38,93,8,31,15,20,16,36,22,5,6,12,15,0.486,0.452,0.333,0.215,32.7,78.3,54.7,57.9,5.3,9.7,10.5,100.0,104.5,110.8,99,0
2011-2012,LOS ANGELES CLIPPERS,2012-01-25,240,37,87,8,23,9,14,17,25,20,8,4,12,25,0.488,0.471,0.264,0.161,39.5,71.4,53.8,54.1,9.5,8.0,11.4,100.0,108.4,114.4,91,0
2011-2012,LOS ANGELES LAKERS,2012-01-25,240,32,66,8,16,24,32,10,26,20,4,8,16,15,0.599,0.545,0.242,0.485,28.6,60.5,46.2,62.5,4.8,12.5,16.7,100.0,114.4,108.4,96,0
2011-2012,NEW ORLEANS HORNETS,2012-01-25,240,35,75,1,7,20,21,8,24,16,11,8,17,24,0.54,0.473,0.093,0.28,23.5,82.8,50.8,45.7,12.0,15.7,16.8,100.0,99.5,110.4,91,0
2011-2012,OKLAHOMA CITY THUNDER,2012-01-25,240,34,64,5,13,28,33,5,26,21,10,8,21,17,0.643,0.57,0.203,0.516,17.2,76.5,49.2,61.8,10.9,11.8,21.1,100.0,110.4,99.5,101,0
2011-2012,NEW JERSEY NETS,2012-01-25,265,37,82,12,27,11,14,12,33,21,5,3,17,15,0.55,0.524,0.329,0.171,28.6,82.5,54.9,56.8,5.5,4.6,16.2,100.0,106.5,98.8,97,0
2011-2012,PHILADELPHIA 76ERS,2012-01-25,265,35,79,5,14,15,19,7,30,21,10,2,13,20,0.515,0.475,0.177,0.241,17.5,71.4,45.1,60.0,11.0,3.6,13.0,100.0,98.8,106.5,90,0
2011-2012,DENVER NUGGETS,2012-01-25,240,50,91,2,13,20,25,17,31,29,10,8,13,18,0.598,0.56,0.14300000000000002,0.275,42.5,72.1,57.8,58.0,10.8,13.8,11.3,100.0,131.9,100.5,122,0
2011-2012,SACRAMENTO KINGS,2012-01-25,240,34,78,9,20,16,22,12,23,19,7,4,16,24,0.53,0.494,0.256,0.282,27.9,57.5,42.2,55.9,7.6,5.1,15.4,100.0,100.5,131.9,93,0
2011-2012,ATLANTA HAWKS,2012-01-25,240,35,80,6,17,7,10,6,28,17,8,8,16,17,0.4920000000000001,0.475,0.213,0.125,14.6,75.7,43.6,48.6,8.5,13.6,15.9,100.0,88.5,112.0,83,0
2011-2012,SAN ANTONIO SPURS,2012-01-25,240,42,82,11,23,10,15,9,35,29,10,3,17,16,0.593,0.579,0.28,0.183,24.3,85.4,56.4,69.0,10.7,4.8,16.1,100.0,112.0,88.5,105,0
2011-2012,TORONTO RAPTORS,2012-01-25,290,43,96,10,28,15,19,9,33,23,6,10,16,30,0.532,0.5,0.292,0.198,18.8,78.6,46.7,53.5,5.5,13.9,13.3,100.0,101.1,96.5,111,0
2011-2012,UTAH JAZZ,2012-01-25,290,39,90,4,18,24,36,9,39,16,9,5,18,21,0.501,0.456,0.2,0.4,21.4,81.3,53.3,41.0,8.2,7.4,14.5,100.0,96.5,101.1,106,0
2011-2012,CHARLOTTE BOBCATS,2012-01-25,240,28,78,1,9,18,25,13,25,13,12,13,19,12,0.421,0.365,0.115,0.321,26.5,62.5,42.7,46.4,12.9,17.8,17.6,100.0,80.4,98.6,75,0
2011-2012,WASHINGTON WIZARDS,2012-01-25,240,39,83,3,10,11,16,15,36,23,10,13,22,28,0.511,0.488,0.12,0.193,37.5,73.5,57.3,59.0,10.7,18.8,19.6,100.0,98.6,80.4,92,0
2011-2012,MEMPHIS GRIZZLIES,2012-01-26,240,30,84,6,18,25,31,14,28,18,9,4,17,25,0.466,0.393,0.214,0.369,31.8,80.0,53.2,60.0,9.7,8.0,14.8,100.0,97.9,105.4,91,0
2011-2012,LOS ANGELES CLIPPERS,2012-01-26,240,35,72,9,22,19,27,7,30,24,10,5,16,22,0.584,0.5489999999999999,0.306,0.375,20.0,68.2,46.8,68.6,10.8,7.6,16.0,100.0,105.4,97.9,98,0
2011-2012,BOSTON CELTICS,2012-01-26,240,34,73,10,21,13,19,9,28,23,6,11,16,27,0.5589999999999999,0.534,0.28800000000000003,0.26,23.1,63.6,44.6,67.6,7.0,17.7,16.4,100.0,106.2,96.9,91,0
2011-2012,ORLANDO MAGIC,2012-01-26,240,30,79,5,17,18,31,16,30,16,10,3,12,23,0.448,0.411,0.215,0.392,36.4,76.9,55.4,53.3,11.7,5.8,11.5,100.0,96.9,106.2,83,0
2011-2012,INDIANA PACERS,2012-01-27,240,28,80,1,19,30,31,10,32,11,9,3,15,16,0.465,0.35600000000000004,0.238,0.388,21.7,78.0,48.3,39.3,9.5,4.3,13.8,100.0,91.9,99.3,87,0
2011-2012,BOSTON CELTICS,2012-01-27,240,38,83,6,14,12,14,9,36,21,6,7,16,21,0.527,0.494,0.16899999999999998,0.16899999999999998,22.0,78.3,51.7,55.3,6.3,11.5,15.2,100.0,99.3,91.9,94,0
2011-2012,MILWAUKEE BUCKS,2012-01-27,240,39,92,7,24,15,16,14,29,22,4,2,15,19,0.505,0.462,0.261,0.174,31.8,59.2,46.2,56.4,4.3,2.7,13.2,100.0,108.0,115.6,100,0
2011-2012,CHICAGO BULLS,2012-01-27,240,41,90,5,17,20,33,20,30,18,5,9,8,17,0.512,0.483,0.189,0.3670000000000001,40.8,68.2,53.8,43.9,5.4,13.2,7.1,100.0,115.6,108.0,107,0
2011-2012,NEW JERSEY NETS,2012-01-27,240,36,79,11,28,16,21,11,24,27,7,7,14,22,0.561,0.525,0.354,0.266,26.8,61.5,43.8,75.0,7.9,11.3,13.7,100.0,111.3,107.9,99,0
2011-2012,CLEVELAND CAVALIERS,2012-01-27,240,38,81,6,19,14,24,15,30,18,6,3,16,20,0.524,0.506,0.235,0.29600000000000004,38.5,73.2,56.3,47.4,6.7,5.9,14.9,100.0,107.9,111.3,96,0
2011-2012,UTAH JAZZ,2012-01-27,240,39,84,5,12,18,22,12,21,20,6,8,9,20,0.539,0.494,0.14300000000000002,0.262,27.9,61.8,42.9,51.3,6.9,12.7,8.8,100.0,116.7,134.1,101,0
2011-2012,DALLAS MAVERICKS,2012-01-27,240,45,82,11,19,15,22,13,31,26,6,6,9,16,0.633,0.616,0.232,0.268,38.2,72.1,57.1,57.8,6.9,8.3,8.9,100.0,134.1,116.7,116,0
2011-2012,TORONTO RAPTORS,2012-01-27,240,32,82,7,19,10,14,11,32,21,7,5,15,30,0.459,0.433,0.232,0.171,22.4,80.0,48.3,65.6,7.9,11.6,14.5,100.0,90.9,107.7,81,0
2011-2012,DENVER NUGGETS,2012-01-27,240,32,70,8,27,24,32,8,38,18,8,5,13,14,0.5710000000000001,0.514,0.386,0.457,20.0,77.6,51.7,56.3,9.0,7.9,13.4,100.0,107.7,90.9,96,0
2011-2012,ATLANTA HAWKS,2012-01-27,265,40,82,10,16,17,25,9,40,29,5,5,16,18,0.575,0.5489999999999999,0.195,0.305,22.0,76.9,52.7,72.5,5.1,6.5,14.7,100.0,109.0,102.9,107,0
2011-2012,DETROIT PISTONS,2012-01-27,265,38,93,7,16,18,22,12,32,24,7,4,10,22,0.4920000000000001,0.446,0.172,0.237,23.1,78.0,47.3,63.2,7.1,6.1,8.9,100.0,102.9,109.0,101,0
2011-2012,OKLAHOMA CITY THUNDER,2012-01-27,240,42,88,4,17,32,37,19,34,23,8,3,22,15,0.575,0.5,0.193,0.42,44.2,77.3,60.9,54.8,7.7,5.1,17.4,100.0,116.2,105.6,120,0
2011-2012,GOLDEN STATE WARRIORS,2012-01-27,240,41,87,12,28,15,19,10,24,30,12,7,20,29,0.5720000000000001,0.54,0.322,0.218,22.7,55.8,39.1,73.2,11.6,9.9,17.3,100.0,105.6,116.2,109,0
2011-2012,WASHINGTON WIZARDS,2012-01-27,240,32,88,1,8,11,16,16,28,12,13,7,24,24,0.4,0.369,0.091,0.182,30.8,59.6,44.4,37.5,13.3,9.3,20.2,100.0,77.8,105.4,76,0
2011-2012,HOUSTON ROCKETS,2012-01-27,240,38,90,5,15,22,30,19,36,22,12,7,16,16,0.499,0.45,0.16699999999999998,0.333,40.4,69.2,55.6,57.9,12.3,8.8,13.4,100.0,105.4,77.8,103,0
2011-2012,NEW YORK KNICKS,2012-01-27,240,30,84,18,43,11,14,9,30,20,6,5,19,24,0.494,0.464,0.512,0.16699999999999998,20.9,83.3,49.4,66.7,6.3,7.1,17.4,100.0,94.1,104.6,89,0
2011-2012,MIAMI HEAT,2012-01-27,240,37,80,2,10,23,26,6,34,17,9,8,10,19,0.541,0.475,0.125,0.325,16.7,79.1,50.6,45.9,9.5,19.5,9.9,100.0,104.6,94.1,99,0
2011-2012,SAN ANTONIO SPURS,2012-01-27,240,31,75,7,16,10,11,2,32,17,5,8,12,17,0.495,0.46,0.213,0.147,5.3,76.2,42.5,54.8,5.7,11.0,13.1,100.0,90.1,99.2,79,0
2011-2012,MINNESOTA TIMBERWOLVES,2012-01-27,240,36,82,2,9,13,18,10,36,18,7,1,9,10,0.484,0.451,0.11,0.22,23.8,94.7,57.5,50.0,8.0,1.7,9.1,100.0,99.2,90.1,87,0
2011-2012,ORLANDO MAGIC,2012-01-27,240,24,61,6,21,13,21,4,32,15,5,5,22,18,0.477,0.443,0.344,0.344,11.4,72.7,45.6,62.5,5.7,7.5,23.9,100.0,76.7,106.5,67,0
2011-2012,NEW ORLEANS HORNETS,2012-01-27,240,41,81,5,14,6,16,12,31,20,14,3,12,18,0.528,0.537,0.173,0.198,27.3,88.6,54.4,48.8,16.0,7.5,12.0,100.0,106.5,76.7,93,0
2011-2012,CHARLOTTE BOBCATS,2012-01-27,240,27,70,4,15,14,21,8,27,14,4,5,14,14,0.454,0.414,0.214,0.3,19.0,67.5,42.7,51.9,4.8,7.9,15.0,100.0,86.2,106.5,72,0
2011-2012,PHILADELPHIA 76ERS,2012-01-27,240,35,78,6,15,13,16,13,34,19,9,2,14,19,0.523,0.487,0.192,0.205,32.5,81.0,57.3,54.3,10.8,3.6,14.1,100.0,106.5,86.2,89,0
2011-2012,PHOENIX SUNS,2012-01-27,240,29,78,4,13,9,18,7,34,18,9,4,21,18,0.413,0.397,0.16699999999999998,0.231,13.5,72.3,41.4,62.1,9.1,5.6,19.6,100.0,71.9,110.4,71,0
2011-2012,PORTLAND TRAIL BLAZERS,2012-01-27,240,43,91,7,20,16,19,13,45,28,14,6,14,15,0.5489999999999999,0.511,0.22,0.209,27.7,86.5,58.6,65.1,14.2,9.2,12.4,100.0,110.4,71.9,109,0
2011-2012,WASHINGTON WIZARDS,2012-01-28,240,40,76,6,11,16,21,5,27,26,10,10,14,24,0.598,0.5660000000000001,0.145,0.276,15.2,65.9,43.2,65.0,10.8,13.9,14.1,100.0,110.2,107.0,102,0
2011-2012,CHARLOTTE BOBCATS,2012-01-28,240,39,83,4,11,17,29,14,28,31,8,3,14,15,0.517,0.494,0.133,0.349,34.1,84.8,56.8,79.5,8.6,4.6,12.8,100.0,107.0,110.2,99,0
2011-2012,NEW YORK KNICKS,2012-01-28,240,34,89,5,26,11,15,15,25,17,10,3,16,16,0.439,0.41,0.292,0.16899999999999998,28.3,73.5,46.0,50.0,10.8,4.6,14.3,100.0,90.8,104.8,84,0
2011-2012,HOUSTON ROCKETS,2012-01-28,240,38,77,4,12,17,22,9,38,19,9,5,16,20,0.56,0.519,0.156,0.28600000000000003,26.5,71.7,54.0,50.0,9.7,7.9,15.6,100.0,104.8,90.8,97,0
2011-2012,LOS ANGELES LAKERS,2012-01-28,240,36,82,6,19,11,17,16,28,23,5,5,14,16,0.4970000000000001,0.476,0.232,0.207,35.6,82.4,55.7,63.9,5.8,8.2,13.5,100.0,103.4,116.2,89,0
2011-2012,MILWAUKEE BUCKS,2012-01-28,240,40,80,5,19,15,16,6,29,21,7,6,8,14,0.574,0.531,0.238,0.2,17.6,64.4,44.3,52.5,8.1,9.5,8.4,100.0,116.2,103.4,100,0
2011-2012,DETROIT PISTONS,2012-01-28,240,29,83,3,11,13,17,11,33,18,2,3,10,11,0.409,0.3670000000000001,0.133,0.205,22.9,86.8,51.2,62.1,2.3,4.8,10.0,100.0,86.6,111.2,74,0
2011-2012,PHILADELPHIA 76ERS,2012-01-28,240,38,78,9,15,10,15,5,37,27,7,6,6,18,0.561,0.545,0.192,0.192,13.2,77.1,48.8,71.1,8.2,8.3,6.6,100.0,111.2,86.6,95,0
2011-2012,MEMPHIS GRIZZLIES,2012-01-28,240,33,76,1,3,17,20,10,34,21,9,7,17,24,0.495,0.441,0.039,0.263,26.3,65.4,48.9,63.6,10.0,10.0,16.7,100.0,93.5,95.7,84,0
2011-2012,PHOENIX SUNS,2012-01-28,240,32,88,5,18,17,24,18,28,16,6,3,14,19,0.436,0.392,0.205,0.273,34.6,73.7,51.1,50.0,6.7,4.1,12.4,100.0,95.7,93.5,86,0
2011-2012,SACRAMENTO KINGS,2012-01-28,240,37,80,6,13,13,14,10,29,15,9,5,15,21,0.54,0.5,0.163,0.175,27.8,65.9,48.8,40.5,10.2,8.2,14.8,100.0,105.1,108.5,93,0
2011-2012,UTAH JAZZ,2012-01-28,240,35,79,7,18,19,23,15,26,15,9,10,17,15,0.539,0.487,0.228,0.29100000000000004,34.1,72.2,51.3,42.9,10.2,14.9,16.0,100.0,108.5,105.1,96,0
2011-2012,CLEVELAND CAVALIERS,2012-01-29,240,34,79,3,13,17,20,11,26,12,11,4,13,17,0.501,0.449,0.165,0.253,28.2,83.9,52.9,35.3,12.8,6.9,12.9,100.0,102.7,101.6,88,0
2011-2012,BOSTON CELTICS,2012-01-29,240,36,69,5,11,10,14,5,28,21,6,3,16,16,0.579,0.5579999999999999,0.159,0.203,16.1,71.8,47.1,58.3,7.0,4.5,17.6,100.0,101.6,102.7,87,0
2011-2012,SAN ANTONIO SPURS,2012-01-29,265,39,94,12,25,10,19,14,38,23,7,2,10,17,0.488,0.479,0.266,0.202,26.4,70.4,48.6,59.0,7.3,2.5,8.9,100.0,104.7,105.7,100,0
2011-2012,DALLAS MAVERICKS,2012-01-29,265,44,100,4,20,9,12,16,39,15,7,12,8,18,0.48,0.46,0.2,0.12,29.6,73.6,51.4,34.1,7.3,17.4,7.1,100.0,105.7,104.7,101,0
2011-2012,LOS ANGELES CLIPPERS,2012-01-29,240,39,86,14,30,17,26,13,32,20,5,11,9,18,0.5589999999999999,0.535,0.349,0.302,28.3,78.0,51.7,51.3,5.4,16.4,8.5,100.0,117.8,113.5,109,0
2011-2012,DENVER NUGGETS,2012-01-29,240,42,85,6,18,15,20,9,33,22,3,7,11,21,0.56,0.529,0.212,0.235,22.0,71.7,48.3,52.4,3.2,12.5,10.5,100.0,113.5,117.8,105,0
2011-2012,CHICAGO BULLS,2012-01-29,240,35,81,3,11,20,28,12,35,15,11,5,15,28,0.498,0.451,0.136,0.34600000000000003,25.0,74.5,49.5,42.9,11.6,7.1,13.8,100.0,98.2,102.5,93,0
2011-2012,MIAMI HEAT,2012-01-29,240,32,78,3,8,30,40,12,36,19,5,5,13,20,0.507,0.429,0.103,0.513,25.5,75.0,50.5,59.4,5.3,7.1,12.0,100.0,102.5,98.2,97,0
2011-2012,LOS ANGELES LAKERS,2012-01-29,240,40,79,8,19,18,23,7,34,19,0,7,11,18,0.595,0.557,0.241,0.29100000000000004,20.0,58.6,44.1,47.5,0.0,8.4,11.0,100.0,118.0,112.4,106,0
2011-2012,MINNESOTA TIMBERWOLVES,2012-01-29,240,40,104,5,21,16,23,24,28,19,5,6,4,19,0.443,0.409,0.202,0.221,41.4,80.0,55.9,47.5,5.6,10.0,3.4,100.0,112.4,118.0,101,0
2011-2012,TORONTO RAPTORS,2012-01-29,240,35,68,3,14,21,29,7,31,18,7,4,10,19,0.5820000000000001,0.537,0.206,0.426,19.4,75.6,49.4,51.4,8.4,7.7,11.0,100.0,112.8,87.6,94,0
2011-2012,NEW JERSEY NETS,2012-01-29,240,27,74,7,22,12,18,10,29,16,2,3,15,21,0.446,0.412,0.297,0.243,24.4,80.6,50.6,59.3,2.4,5.6,15.5,100.0,87.6,112.8,73,0
2011-2012,ATLANTA HAWKS,2012-01-29,240,36,81,12,23,10,17,13,29,22,10,9,13,18,0.531,0.519,0.284,0.21,32.5,76.3,53.8,61.1,12.0,14.3,12.8,100.0,112.5,86.2,94,0
2011-2012,NEW ORLEANS HORNETS,2012-01-29,240,27,73,3,10,15,19,9,27,20,6,5,13,19,0.442,0.39,0.13699999999999998,0.26,23.7,67.5,46.2,74.1,7.2,8.6,13.8,100.0,86.2,112.5,72,0
2011-2012,INDIANA PACERS,2012-01-29,240,45,88,8,17,8,11,13,30,24,11,1,14,25,0.5710000000000001,0.557,0.193,0.125,31.7,85.7,56.6,53.3,12.1,2.4,13.1,100.0,116.9,93.7,106,0
2011-2012,ORLANDO MAGIC,2012-01-29,240,31,64,10,23,13,29,5,28,21,7,5,19,15,0.5539999999999999,0.563,0.359,0.453,14.3,68.3,43.4,67.7,7.7,7.0,19.8,100.0,93.7,116.9,85,0
2011-2012,MINNESOTA TIMBERWOLVES,2012-01-30,240,43,74,6,17,28,31,7,33,18,6,3,18,21,0.685,0.622,0.23,0.419,23.3,75.0,54.1,41.9,6.2,4.5,17.0,100.0,124.6,112.1,120,0
